category,source,target,tgt_lng
07_terminology,Increases the continuous damage received by Chill debuffs.,效果：增加该单位受到的来自恶寒减益状态的伤害.,zh-CN
07_terminology,效果：增加該單位受到的來自惡寒減益狀態的傷害.,效果：增加该单位受到的来自恶寒减益状态的伤害.,zh-CN
07_terminology,오한 디버프가 가하는 지속 대미지가 증가합니다.,效果：增加该单位受到的来自恶寒减益状态的伤害.,zh-CN
07_terminology,เพิ่มความเสียหายหนาวสั่นที่ได้รับ,效果：增加该单位受到的来自恶寒减益状态的伤害.,zh-CN
07_terminology,Increases the continuous damage received by Shock debuffs.,效果：增加该单位受到的来自触电减益状态的伤害.,zh-CN
07_terminology,效果：增加該單位受到的來自觸電減益狀態的傷害.,效果：增加该单位受到的来自触电减益状态的伤害.,zh-CN
07_terminology,감전 디버프가 가하는 지속 대미지가 증가합니다.,效果：增加该单位受到的来自触电减益状态的伤害.,zh-CN
07_terminology,เพิ่มความเสียหายไฟฟ้าช็อตที่ได้รับ,效果：增加该单位受到的来自触电减益状态的伤害.,zh-CN
07_terminology,Increases the continuous damage received by Poison debuffs.,效果：增加该单位受到的来自中毒减益状态的伤害.,zh-CN
07_terminology,效果：增加該單位受到的來自中毒減益狀態的傷害.,效果：增加该单位受到的来自中毒减益状态的伤害.,zh-CN
07_terminology,중독 디버프가 가하는 지속 대미지가 증가합니다.,效果：增加该单位受到的来自中毒减益状态的伤害.,zh-CN
07_terminology,เพิ่มความเสียหายพิษที่ได้รับ,效果：增加该单位受到的来自中毒减益状态的伤害.,zh-CN
07_terminology,行動不能になり恐怖を付与してきた対象からゆっくりと遠ざかる。発生中のスキルも妨害される。,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为；逐渐远离对该单位施加该状态的单位.,zh-CN
07_terminology,效果：令該單位無法進行一切主動行為(普通攻擊、需要主動觸發/使用的技能等)，並打斷一切被施加該狀態時正在進行的主動行為；逐漸遠離對該單位施加該狀態的單位.,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为；逐渐远离对该单位施加该状态的单位.,zh-CN
07_terminology,Unable to act and will slowly move away from whoever inflicted fear on them. Also interrupts any active skills.,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为；逐渐远离对该单位施加该状态的单位.,zh-CN
07_terminology,어떤 행동도 할 수 없으며 공포를 부여한 대상으로부터 느리게 도망칩니다. 사용 중인 스킬이 취소됩니다.,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为；逐渐远离对该单位施加该状态的单位.,zh-CN
07_terminology,ไม่สามารถตอบสนองได้และจะค่อยๆ เคลื่อนที่ออกจากคนที่ส่งผลเอฟเฟกต์กลัว นอกจากนี้การใช้งานสกิลทั้งหมดจะถูกยกเลิก,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为；逐渐远离对该单位施加该状态的单位.,zh-CN
07_terminology,行動不能になり発生中のスキルが妨害される。,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为.,zh-CN
07_terminology,效果：令該單位無法進行一切主動行為(普通攻擊、需要主動觸發/使用的技能等)，並打斷一切被施加該狀態時正在進行的主動行為.,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为.,zh-CN
07_terminology,Unable to act and interrupts any active skills.,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为.,zh-CN
07_terminology,어떤 행동도 할 수 없으며 사용 중인 스킬이 취소됩니다.,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为.,zh-CN
07_terminology,ไม่สามารถตอบสนองได้ นอกจากนี้การใช้งานสกิลทั้งหมดจะถูกยกเลิก,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为.,zh-CN
07_terminology,挑発状態を付与してきた対象を強制的に攻撃する。発生中のスキルも妨害される。,效果：强制将该单位的攻击目标转为施加该状态的单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该单位的EX技能.,zh-CN
07_terminology,效果：強制將該單位的攻擊目標轉為施加該狀態的單位，並打斷一切被施加該狀態時正在進行的主動行為；無法使用該單位的EX技能.,效果：强制将该单位的攻击目标转为施加该状态的单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该单位的EX技能.,zh-CN
07_terminology,Forced to attack whoever inflicted taunt on them. Also interrupts any active skills.,效果：强制将该单位的攻击目标转为施加该状态的单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该单位的EX技能.,zh-CN
07_terminology,도발을 부여한 대상을 강제로 공격합니다. 사용 중인 스킬이 취소됩니다.,效果：强制将该单位的攻击目标转为施加该状态的单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该单位的EX技能.,zh-CN
07_terminology,ถูกบังคับให้โจมตีใส่คนที่ส่งผลเอฟเฟกต์ยั่วยุ นอกจากนี้การใช้งานสกิลทั้งหมดจะถูกยกเลิก,效果：强制将该单位的攻击目标转为施加该状态的单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该单位的EX技能.,zh-CN
07_terminology,無法行動並打斷任何主動技能。,效果：令该单位无法进行一切主动行为(普通攻击、需要主动触发/使用的技能等)，并打断一切被施加该状态时正在进行的主动行为.,zh-CN
07_terminology,敵ではなく味方を攻撃する。さらに発生中のスキルが妨害される。,效果：令该单位攻击友方单位而非敌方单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该目标的EX技能牌.,zh-CN
07_terminology,效果：令該單位攻擊友方單位而非敵方單位，並打斷一切被施加該狀態時正在進行的主動行為；無法使用該目標的EX技能牌.,效果：令该单位攻击友方单位而非敌方单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该目标的EX技能牌.,zh-CN
07_terminology,Attacks allies instead of enemies. Also interrupts any active skills.,效果：令该单位攻击友方单位而非敌方单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该目标的EX技能牌.,zh-CN
07_terminology,적 대신 아군을 공격합니다. 또한 사용 중인 스킬이 취소됩니다.,效果：令该单位攻击友方单位而非敌方单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该目标的EX技能牌.,zh-CN
07_terminology,เปลี่ยนเป้าหมายของการโจมตีทั่วไปเป็นฝ่ายเดียวกันแทน นอกจากนี้การใช้งานสกิลทั้งหมดจะถูกยกเลิก,效果：令该单位攻击友方单位而非敌方单位，并打断一切被施加该状态时正在进行的主动行为；无法使用该目标的EX技能牌.,zh-CN
07_terminology,アリスのEXスキルとサブスキルの効果を1.5倍（1段階チャージ時）または2倍（2段階チャージ時）に増加する。EXスキルを使用すると初期化される。,[特殊状态 爱丽丝] 爱丽丝EX技能与子技能的特殊状态效果. ※ 爱丽丝使用EX技能后，相关特殊状态转变为该状态.,zh-CN
07_terminology,[特殊狀態 愛麗絲] 愛麗絲EX技能與子技能的特殊狀態效果. ※ 愛麗絲使用EX技能後，相關特殊狀態轉變為該狀態.,[特殊状态 爱丽丝] 爱丽丝EX技能与子技能的特殊状态效果. ※ 爱丽丝使用EX技能后，相关特殊状态转变为该状态.,zh-CN
07_terminology,Increases the effectiveness of Aris's EX and Sub skills by 1.5&times; (half) or 2&times; (full). Charge level resets to empty after EX skill use.,[特殊状态 爱丽丝] 爱丽丝EX技能与子技能的特殊状态效果. ※ 爱丽丝使用EX技能后，相关特殊状态转变为该状态.,zh-CN
07_terminology,아리스의 EX 와 서브 스킬의 효과가 1.5배 / 2배 증가합니다. EX 스킬을 사용하면 충전된 에너지가 모두 소모됩니다.,[特殊状态 爱丽丝] 爱丽丝EX技能与子技能的特殊状态效果. ※ 爱丽丝使用EX技能后，相关特殊状态转变为该状态.,zh-CN
07_terminology,เพิ่มประสิทธิภาพสกิล EX และสกิลรองของอาริสึขึ้น 1.5 เท่า (ครึ่งหนึ่ง) หรือ 2 เท่า (เต็ม) ระดับการชาร์จจะถูกรีเซ็ทเป็น 0 หลังการใช้งานสกิล EX,[特殊状态 爱丽丝] 爱丽丝EX技能与子技能的特殊状态效果. ※ 爱丽丝使用EX技能后，相关特殊状态转变为该状态.,zh-CN
07_terminology,アリスのEXスキルとサブスキルの効果を1.5倍（1段階チャージ時）または2倍（2段階チャージ時）に増加する。EXスキルを使用すると初期化される。,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至1.5倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,[特殊狀態 愛麗絲] 效果：愛麗絲的EX技能與子技能的效果提升至1.5倍. ※ 愛麗絲使用EX技能後，該狀態轉變為無充能狀態.,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至1.5倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,Increases the effectiveness of Aris's EX and Sub skills by 1.5&times;. Charge level resets to empty after EX skill use.,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至1.5倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,아리스의 EX 와 서브 스킬의 효과가 1.5배 / 2배 증가합니다. EX 스킬을 사용하면 충전된 에너지가 모두 소모됩니다.,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至1.5倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,เพิ่มประสิทธิภาพสกิล EX และสกิลรองของอาริสึขึ้น 1.5 เท่า (ครึ่งหนึ่ง) หรือ 2 เท่า (เต็ม) ระดับการชาร์จจะถูกรีเซ็ทเป็น 0 หลังการใช้งานสกิล EX,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至1.5倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,アリスのEXスキルとサブスキルの効果を1.5倍（1段階チャージ時）または2倍（2段階チャージ時）に増加する。EXスキルを使用すると初期化される。,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至2倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,[特殊狀態 愛麗絲] 效果：愛麗絲的EX技能與子技能的效果提升至2倍. ※ 愛麗絲使用EX技能後，該狀態轉變為無充能狀態.,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至2倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,Increases the effectiveness of Aris's EX and Sub skills by 2&times;. Charge level resets to empty after EX skill use.,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至2倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,아리스의 EX 와 서브 스킬의 효과가 1.5배 / 2배 증가합니다. EX 스킬을 사용하면 충전된 에너지가 모두 소모됩니다.,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至2倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,เพิ่มประสิทธิภาพสกิล EX และสกิลรองของอาริสึขึ้น 1.5 เท่า (ครึ่งหนึ่ง) หรือ 2 เท่า (เต็ม) ระดับการชาร์จจะถูกรีเซ็ทเป็น 0 หลังการใช้งานสกิล EX,[特殊状态 爱丽丝] 效果：爱丽丝的EX技能与子技能的效果提升至2倍. ※ 爱丽丝使用EX技能后，该状态转变为无充能状态.,zh-CN
07_terminology,通常攻撃を強化する。,效果：(普通攻击类)强化普通攻击的效果； (形态转换类)具体效果详见相应技能描述文本.,zh-CN
07_terminology,效果：(普通攻擊類)強化普通攻擊的效果； (形態轉換類)具體效果詳見相應技能描述文字.,效果：(普通攻击类)强化普通攻击的效果； (形态转换类)具体效果详见相应技能描述文本.,zh-CN
07_terminology,Augments Normal Attacks.,效果：(普通攻击类)强化普通攻击的效果； (形态转换类)具体效果详见相应技能描述文本.,zh-CN
07_terminology,일반 공격을 강화합니다.,效果：(普通攻击类)强化普通攻击的效果； (形态转换类)具体效果详见相应技能描述文本.,zh-CN
07_terminology,เปลี่ยนรูปแบบของการโจมตีทั่วไป,效果：(普通攻击类)强化普通攻击的效果； (形态转换类)具体效果详见相应技能描述文本.,zh-CN
07_terminology,効果時間中は致死ダメージを受けても倒されずに持ちこたえる。,效果：该状态持续期间，该单位可承受大多数致命攻击而不退场.,zh-CN
07_terminology,效果：該狀態持續期間，該單位可承受大多數致命攻擊而不退場.,效果：该状态持续期间，该单位可承受大多数致命攻击而不退场.,zh-CN
07_terminology,Able to withstand most attacks without being defeated for the duration of the effect.,效果：该状态持续期间，该单位可承受大多数致命攻击而不退场.,zh-CN
07_terminology,지속시간 동안 HP가 1 미만으로 감소되지 않습니다.,效果：该状态持续期间，该单位可承受大多数致命攻击而不退场.,zh-CN
07_terminology,HP จะไม่ลดลงไปต่ำกว่า 1 จนกว่าระยะเวลาของเอฟเฟกต์จะหมดลงหรือได้รับความเสียหายพิเศษที่ไม่สนใจเอฟเฟกต์นี้,效果：该状态持续期间，该单位可承受大多数致命攻击而不退场.,zh-CN
07_terminology,特定のタイプまたはすべてのタイプのダメージを無効化する。,效果：该状态持续期间，该单位对大多数/所有类型的伤害免疫.,zh-CN
07_terminology,效果：該狀態持續期間，該單位對大多數/所有種類的傷害免疫.,效果：该状态持续期间，该单位对大多数/所有类型的伤害免疫.,zh-CN
07_terminology,Immune to some or all types of incoming damage.,效果：该状态持续期间，该单位对大多数/所有类型的伤害免疫.,zh-CN
07_terminology,지속시간 동안 일부 또는 모든 대미지를 무시합니다.,效果：该状态持续期间，该单位对大多数/所有类型的伤害免疫.,zh-CN
07_terminology,ไม่ได้รับความเสียหายใดๆ,效果：该状态持续期间，该单位对大多数/所有类型的伤害免疫.,zh-CN
07_terminology,ネルのEXスキルが与えるダメージが増加する。,[特殊状态 尼露] 效果：提升尼露EX技能造成的伤害.,zh-CN
07_terminology,[特殊狀態 寧瑠] 效果：提升寧瑠EX技能造成的傷害.,[特殊状态 尼露] 效果：提升尼露EX技能造成的伤害.,zh-CN
07_terminology,Increases the damage dealt by Neru's EX Skill.,[特殊状态 尼露] 效果：提升尼露EX技能造成的伤害.,zh-CN
07_terminology,네루의 EX 스킬로 가하는 대미지가 증가합니다.,[特殊状态 尼露] 效果：提升尼露EX技能造成的伤害.,zh-CN
07_terminology,เพิ่มความเสียหายที่ทำได้จากสกิล EX ของเนรุ,[特殊状态 尼露] 效果：提升尼露EX技能造成的伤害.,zh-CN
07_terminology,保有数に応じて防御力が減少し、アル（正月）がEXスキルを使用した時に保有数に応じてスキルコストを獲得する。,[特殊状态 阿露(正月)] 效果：根据持有数量，减少阿露(正月)的防御力； 使用阿露(正月)的EX技能时，根据持有数量获得相应COST.,zh-CN
07_terminology,[特殊狀態 亞瑠(正月)] 效果：根據持有數量，減少亞瑠(正月)的防禦力； 使用亞瑠(正月)的EX技能時，根據持有數量獲得相應COST.,[特殊状态 阿露(正月)] 效果：根据持有数量，减少阿露(正月)的防御力； 使用阿露(正月)的EX技能时，根据持有数量获得相应COST.,zh-CN
07_terminology,Decreases DEF with each stack held and generates skill cost when Aru (New Year) uses her EX Skill.,[特殊状态 阿露(正月)] 效果：根据持有数量，减少阿露(正月)的防御力； 使用阿露(正月)的EX技能时，根据持有数量获得相应COST.,zh-CN
07_terminology,"아루(새해)의 방어력이 감소하며, EX 스킬을 사용하면 코스트를 회복합니다.",[特殊状态 阿露(正月)] 效果：根据持有数量，减少阿露(正月)的防御力； 使用阿露(正月)的EX技能时，根据持有数量获得相应COST.,zh-CN
07_terminology,ลดค่าป้องกันต่อจำนวนที่ถือครองและคืนค่าใช้สกิล EX ให้เมื่ออารุ (ปีใหม่) ใช้สกิล EX,[特殊状态 阿露(正月)] 效果：根据持有数量，减少阿露(正月)的防御力； 使用阿露(正月)的EX技能时，根据持有数量获得相应COST.,zh-CN
07_terminology,保有数に応じて会心ダメージ率を増加し、6個保有されているとムツキ（正月）のノーマルスキルが与えるダメージが増加する。,[特殊状态 睦月(正月)] 效果：根据持有数量，增加睦月(正月)的暴击伤害； 持有数为6时，提升睦月(正月)的普通技能造成的伤害.,zh-CN
07_terminology,[特殊狀態 無月(正月)] 效果：根據持有數量，增加無月(正月)的暴擊傷害； 持有數為6時，提升無月(正月)的基本技能造成的傷害.,[特殊状态 睦月(正月)] 效果：根据持有数量，增加睦月(正月)的暴击伤害； 持有数为6时，提升睦月(正月)的普通技能造成的伤害.,zh-CN
07_terminology,Increases Crit DMG with each stack held and increases the damage dealt by Mutuski (New Year)'s Basic Skill when at 6 stacks.,[特殊状态 睦月(正月)] 效果：根据持有数量，增加睦月(正月)的暴击伤害； 持有数为6时，提升睦月(正月)的普通技能造成的伤害.,zh-CN
07_terminology,"무츠키(새해)의 치명타 피해량이 증가하고, 6회 적립되면 기본 스킬이 추가 피해를 가합니다.",[特殊状态 睦月(正月)] 效果：根据持有数量，增加睦月(正月)的暴击伤害； 持有数为6时，提升睦月(正月)的普通技能造成的伤害.,zh-CN
07_terminology,เพิ่มความเสียหายคริติคอลต่อจำนวนที่ถือครองและเพิ่มความเสียหายที่ทำได้จากสกิลพื้นฐานของมุทซึกิ (ปีใหม่) เมื่อซ้อนทับถึง 6 ชั้น,[特殊状态 睦月(正月)] 效果：根据持有数量，增加睦月(正月)的暴击伤害； 持有数为6时，提升睦月(正月)的普通技能造成的伤害.,zh-CN
07_terminology,効果時間内にダメージ蓄積状態の対象に与えられたダメージは蓄積し、効果時間終了時に再び蓄積分のダメージを与える。,效果：该状态持续期间，该单位承受的伤害将以一定基准蓄积，在该状态持续时间结束时对该单位造成相当于蓄积伤害量的对应属性的伤害. ※ 该蓄积伤害无法闪避、无法暴击、无视防御力，不受伤害浮动区间影响.,zh-CN
07_terminology,效果：該狀態持續期間，該單位承受的傷害將以一定基準蓄積，在該狀態持續時間結束時對該單位造成相當於蓄積傷害量的對應屬性的傷害. ※ 該蓄積傷害無法迴避、無法暴擊、無視防禦力，不受傷害浮動區間影響.,效果：该状态持续期间，该单位承受的伤害将以一定基准蓄积，在该状态持续时间结束时对该单位造成相当于蓄积伤害量的对应属性的伤害. ※ 该蓄积伤害无法闪避、无法暴击、无视防御力，不受伤害浮动区间影响.,zh-CN
07_terminology,All damage dealt to this target for the duration of the effect will be accumulated and dealt again as an additional hit once this expires.,效果：该状态持续期间，该单位承受的伤害将以一定基准蓄积，在该状态持续时间结束时对该单位造成相当于蓄积伤害量的对应属性的伤害. ※ 该蓄积伤害无法闪避、无法暴击、无视防御力，不受伤害浮动区间影响.,zh-CN
07_terminology,"이 대상이 받는 모든 대미지가 축적되어, 효과 종료시 축적량만큼 추가로 대미지를 받습니다.",效果：该状态持续期间，该单位承受的伤害将以一定基准蓄积，在该状态持续时间结束时对该单位造成相当于蓄积伤害量的对应属性的伤害. ※ 该蓄积伤害无法闪避、无法暴击、无视防御力，不受伤害浮动区间影响.,zh-CN
07_terminology,ความเสียหายที่ทำใส่เป้าหมายในระยะเวลาของเอฟเฟกต์นี้จะถูกสะสมและเปลี่ยนเป็นความเสียหายเพิ่มเติมใส่เป้าหมายอีกครั้งเมื่อระยะเวลาของเอฟเฟกต์นี้จบลง,效果：该状态持续期间，该单位承受的伤害将以一定基准蓄积，在该状态持续时间结束时对该单位造成相当于蓄积伤害量的对应属性的伤害. ※ 该蓄积伤害无法闪避、无法暴击、无视防御力，不受伤害浮动区间影响.,zh-CN
07_terminology,コスト回復力が0に減少する。,效果：该单位的COST回复力变为0.,zh-CN
07_terminology,效果：該單位的COST回復力變為0.,效果：该单位的COST回复力变为0.,zh-CN
07_terminology,Cost Recovery is reduced to 0.,效果：该单位的COST回复力变为0.,zh-CN
07_terminology,코스트 회복력이 0으로 감소합니다.,效果：该单位的COST回复力变为0.,zh-CN
07_terminology,อัตราการฟื้นฟูค่าใช้สกิล EX ถูกลดลงเป็น 0,效果：该单位的COST回复力变为0.,zh-CN
07_terminology,すべてのCC状態にならなくなる。,效果：该单位免疫所有群控状态.,zh-CN
07_terminology,效果：該單位免疫所有群控狀態.,效果：该单位免疫所有群控状态.,zh-CN
07_terminology,Immune to all Crowd Control effects.,效果：该单位免疫所有群控状态.,zh-CN
07_terminology,모든 군중제어 효과에 면역입니다.,效果：该单位免疫所有群控状态.,zh-CN
07_terminology,ไม่ได้รับผลจากเอฟเฟกต์กดขี่ใดๆ,效果：该单位免疫所有群控状态.,zh-CN
07_terminology,5個たまると対象キャラクターに致死ダメージを与える。,效果：持有数为5枚时，对该单位造成致命伤害并令其立即退场.,zh-CN
07_terminology,效果：持有數為5枚時，對該單位造成致命傷害並令其立即退場.,效果：持有数为5枚时，对该单位造成致命伤害并令其立即退场.,zh-CN
07_terminology,A stack of 5 will deal lethal damage to the character.,效果：持有数为5枚时，对该单位造成致命伤害并令其立即退场.,zh-CN
07_terminology,이 효과가 5회 중첩되면 대상에게 치명적인 대미지를 가합니다.,效果：持有数为5枚时，对该单位造成致命伤害并令其立即退场.,zh-CN
07_terminology,"เมื่อซ้อนทับครบ 5 ชั้น, สร้างความเสียหายที่จะสังหารเป้าหมายทันที",效果：持有数为5枚时，对该单位造成致命伤害并令其立即退场.,zh-CN
07_terminology,ココナが5個獲得した時、自身のHPを回復し自身を除く味方のスキルコストを1減少する。,[特殊状态 心奈] 效果：持有数为5个时，令除心奈外的全体友方单位EX技能COST减少，并回复心奈的生命值，随后持有数归零.,zh-CN
07_terminology,[特殊狀態 心菜] 效果：持有數為5個時，令除心奈外的全體友方單位EX技能COST減少，並回復心奈的生命值，隨後持有數歸零.,[特殊状态 心奈] 效果：持有数为5个时，令除心奈外的全体友方单位EX技能COST减少，并回复心奈的生命值，随后持有数归零.,zh-CN
07_terminology,Reduces allies' EX skill cost and restores own HP when Kokona reaches 5 stacks.,[特殊状态 心奈] 效果：持有数为5个时，令除心奈外的全体友方单位EX技能COST减少，并回复心奈的生命值，随后持有数归零.,zh-CN
07_terminology,코코나의 칭찬 도장이 5회 중첩되면 아군의 EX 스킬 코스트가 감소하고 코코나의 HP가 회복됩니다.,[特殊状态 心奈] 效果：持有数为5个时，令除心奈外的全体友方单位EX技能COST减少，并回复心奈的生命值，随后持有数归零.,zh-CN
07_terminology,ลดค่าใช้สกิล EX ของฝ่ายเรายกเว้นตัวเองลง 1 และฟื้นฟู HP ของตัวเองเมื่อสะสมครบ 5 ชั้น ตราชื่นชมจะถูกรีเซ็ทเป็น 0 หลังการใช้งานสกิลรอง,[特殊状态 心奈] 效果：持有数为5个时，令除心奈外的全体友方单位EX技能COST减少，并回复心奈的生命值，随后持有数归零.,zh-CN
07_terminology,保有キャラクターに対する特定のEXスキルの効果を増加する。,[特殊状态 (圣诞节)] 效果：增强相应单位EX技能的效果.,zh-CN
07_terminology,[特殊狀態 (聖誕節)] 效果：增強相應單位EX技能的效果.,[特殊状态 (圣诞节)] 效果：增强相应单位EX技能的效果.,zh-CN
07_terminology,Increases the effects of certain EX skills on this character.,[特殊状态 (圣诞节)] 效果：增强相应单位EX技能的效果.,zh-CN
07_terminology,성야의 축복 중첩 횟수에 비례해 세리나(크리스마스)의 효과를 받은 아군의 관통 특효가 증가합니다.,[特殊状态 (圣诞节)] 效果：增强相应单位EX技能的效果.,zh-CN
07_terminology,เพิ่มประสิทธิภาพของสกิล EX บางสกิลที่ส่งผลกับเป้าหมายที่มีเอฟเฟกต์นี้,[特殊状态 (圣诞节)] 效果：增强相应单位EX技能的效果.,zh-CN
07_terminology,サクラコの通常攻撃を追加ダメージ効果を与えるものに強化する。,[特殊状态 樱子] 效果：樱子的普通攻击将额外造成伤害.,zh-CN
07_terminology,[特殊狀態 櫻子] 效果：櫻子的普通攻擊將額外造成傷害.,[特殊状态 樱子] 效果：樱子的普通攻击将额外造成伤害.,zh-CN
07_terminology,Augments Sakurako's normal attack to deal damage as an additional hit.,[特殊状态 樱子] 效果：樱子的普通攻击将额外造成伤害.,zh-CN
07_terminology,사쿠라코의 일반 공격을 강화해 공격시 별도 타격으로 추가 대미지를 가합니다.,[特殊状态 樱子] 效果：樱子的普通攻击将额外造成伤害.,zh-CN
07_terminology,การโจมตีทั่วไปของซากุราโกะจะสร้างความเสียหายเพิ่มเติม,[特殊状态 樱子] 效果：樱子的普通攻击将额外造成伤害.,zh-CN
07_terminology,トキの攻撃力、命中値および回避値を増加し、EXスキル、ノーマルスキルおよび通常攻撃を変更する。EXスキルを3回使用すると解除される。,[特殊状态 时] 效果：增加时的攻击力、命中值和闪避值，并改变EX技能、普通技能和普通攻击的形式. ※ 计数3次，使用1次EX技能减1，归零后结束.,zh-CN
07_terminology,[特殊狀態 季] 效果：增加季的攻擊力、命中值和迴避值，並改變EX技能、基本技能和普通攻擊的形式. ※ 計數3次，使用1次EX技能減1，歸零後結束.,[特殊状态 时] 效果：增加时的攻击力、命中值和闪避值，并改变EX技能、普通技能和普通攻击的形式. ※ 计数3次，使用1次EX技能减1，归零后结束.,zh-CN
07_terminology,"Increases Toki's ATK, Accuracy and Evasion and changes her EX Skill, Basic Skill and Normal Attack pattern. Ends after using the EX Skill 3 times.",[特殊状态 时] 效果：增加时的攻击力、命中值和闪避值，并改变EX技能、普通技能和普通攻击的形式. ※ 计数3次，使用1次EX技能减1，归零后结束.,zh-CN
07_terminology,"토키의 공격력, 명중 수치, 회피 수치가 증가하고 EX 스킬, 기본 스킬, 일반 공격이 변경됩니다. 변경된 EX 스킬 3회 사용시 해제됩니다.",[特殊状态 时] 效果：增加时的攻击力、命中值和闪避值，并改变EX技能、普通技能和普通攻击的形式. ※ 计数3次，使用1次EX技能减1，归零后结束.,zh-CN
07_terminology,"เพิ่มค่าโจมตี, ความแม่นยำและหลบหลีกของโทคิ เปลี่ยนรูปแบบของสกิล EX และการโจมตีทั่วไปของโทคิ รวมทั้งเพิ่มความสามารถในการไม่สนค่าป้องกันของศัตรูส่วนหนึ่งให้กับสกิลพื้นฐานและสกิลรอง โหมดอาบี-เอชูฮ์จะสิ้นสุดลงเมื่อใช้งานสกิล EX ในโหมดอาบี-เอชูฮ์ครบ 3 ครั้ง",[特殊状态 时] 效果：增加时的攻击力、命中值和闪避值，并改变EX技能、普通技能和普通攻击的形式. ※ 计数3次，使用1次EX技能减1，归零后结束.,zh-CN
07_terminology,カヨコ（正月）のサブスキル発動時に神秘特効を増加する。,[特殊状态 佳代子(正月)] 效果：触发佳代子(正月)的子技能时，令拥有该状态的单位神秘克制率增加，随后移除该状态.,zh-CN
07_terminology,[特殊狀態 佳世子(正月)] 效果：觸發佳世子(正月)的子技能時，令擁有該狀態的單位神秘剋制率增加，隨後移除該狀態.,[特殊状态 佳代子(正月)] 效果：触发佳代子(正月)的子技能时，令拥有该状态的单位神秘克制率增加，随后移除该状态.,zh-CN
07_terminology,Increases Mystic Effectiveness upon activation of Kayoko (New Year)'s Sub Skill.,[特殊状态 佳代子(正月)] 效果：触发佳代子(正月)的子技能时，令拥有该状态的单位神秘克制率增加，随后移除该状态.,zh-CN
07_terminology,카요코(새해)의 서브 스킬이 발동되면 신비 특효가 증가합니다.,[特殊状态 佳代子(正月)] 效果：触发佳代子(正月)的子技能时，令拥有该状态的单位神秘克制率增加，随后移除该状态.,zh-CN
