id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
Item.224043.1,革新的萌芽曲调,The Bud of Change Melody,革命の萌芽の調べ,혁신의 씨앗 멜로디,革新的萌芽曲調,Item.json (Type 2/Stype 40)
Item.224044.1,罗帷春染岁朝新曲调,Veiled Dawn of Spring Melody,帳の内の秘め事の調べ,봄빛 드리운 새 아침 멜로디,羅帷春染歲朝新曲調,Item.json (Type 2/Stype 40)
Item.224045.1,繁花幻梦曲调,Petals of Blooming Mirage Melody,千変万花の調べ,꽃밭의 환영 멜로디,繁花幻夢曲調,Item.json (Type 2/Stype 40)
Item.224046.1,冬夜后的黎明曲调,The Break of Frost Melody,雪解け告げる黎明,겨울밤 끝의 여명 멜로디,冬夜後的黎明曲調,Item.json (Type 2/Stype 40)
Item.224047.1,信笺乘风而去曲调,Delivered by the Breeze Melody,風に舞う想い,편지는 바람을 타고 멜로디,信箋乘風而去曲調,Item.json (Type 2/Stype 40)
Item.224048.1,雪夜惊喜曲调,Snowy Night Surprise Melody,メリーサプライズの調べ,메리 서프라이즈 멜로디,雪夜驚喜曲調,Item.json (Type 2/Stype 40)
Item.224049.1,星光的印记曲调,Traces of Starlight Melody,星光の道標の調べ,Memory of Stella 멜로디,星光的印記曲調,Item.json (Type 2/Stype 40)
Item.224050.1,夜宴谜影曲调,Phantom of the Banquet Melody,夜宴に踊る影の調べ,연회장의 그림자 멜로디,夜宴謎影曲調,Item.json (Type 2/Stype 40)
Item.224051.1,星之所向曲调,Stellar Destination Melody,惹かれ合う星の調べ,별이 향하는 곳 멜로디,星之所向曲調,Item.json (Type 2/Stype 40)
Item.224052.1,奇迹一触曲调,Touch of Miracle Melody,奇跡の創造の調べ,기적의 손길 멜로디,奇跡一觸曲調,Item.json (Type 2/Stype 40)
Item.224053.1,欢聚时刻曲调,Joyful Gathering Melody,団らんのひとときの調べ,환희의 순간 멜로디,歡聚時刻曲調,Item.json (Type 2/Stype 40)
Item.224054.1,微小的乐园曲调,Little Paradise Melody,私と君の楽園の調べ,마이크로 원더랜드 멜로디,箱庭小樂園曲調,Item.json (Type 2/Stype 40)
Item.224055.1,浮光掠影曲调,Fleeting Glimmers Melody,揺らめく光の向こう側の調べ,수면 위의 빛과 그림자 멜로디,浮光掠影曲調,Item.json (Type 2/Stype 40)
Item.224056.1,斑驳夏影曲调,Dappled Sunlight Melody,友との夏休みの調べ,일렁이는 여름의 잔영 멜로디,斑駁夏影曲調,Item.json (Type 2/Stype 40)
Item.224057.1,伴我航行曲调,Ride the Waves With Me Melody,共に航るの調べ,함께하는 항해 멜로디,伴我航行曲調,Item.json (Type 2/Stype 40)
Item.224058.1,夏日进行曲曲调,Summer March Melody,サマーマーチの調べ,여름 행진곡 멜로디,夏日進行曲曲調,Item.json (Type 2/Stype 40)
Item.224059.1,飞吧，笼中鸟曲调,"Fly, O Caged Bird Melody",飛びたて、籠の鳥の調べ,"날아라, 새장 속 새여 멜로디",飛吧，籠中鳥曲調,Item.json (Type 2/Stype 40)
Item.224060.1,荣誉时刻曲调,Moment of Glory Melody,栄光の瞬間の調べ,영광의 순간 멜로디,榮耀時刻曲調,Item.json (Type 2/Stype 40)
Item.50001.1,裂口的秘纹,Cracked Disc,ひび割れたレコード,금이 간 레코드,裂口的祕紋,Item.json (Type 2/Stype 12)
Item.50002.1,纯质的优品,Pure Quality Treasure,量産品のレコード,정제된 고급품,純質的優良品,Item.json (Type 2/Stype 12)
Item.50003.1,华美的镶边,Elegant Rim,優雅なレコード,화려한 테두리,華美的鑲邊,Item.json (Type 2/Stype 12)
Item.50004.1,星空的彩琉璃,Starlit Colored Glass,星空のレコード,별하늘의 스테인드 글라스,星空的彩琉璃,Item.json (Type 2/Stype 12)
