id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
ActivityLevelsLevel.1070108.1,一场危险的游戏Ⅷ,A Dangerous Game Ⅷ,デンジャラス・ゲームⅧ,위험한 놀이 Ⅷ,一場危險的遊戲 Ⅷ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070109.1,一场危险的游戏Ⅸ,A Dangerous Game Ⅸ,デンジャラス・ゲームⅨ,위험한 놀이 Ⅸ,一場危險的遊戲 Ⅸ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070110.1,一场危险的游戏Ⅹ,A Dangerous Game Ⅹ,デンジャラス・ゲームⅩ,위험한 놀이 Ⅹ,一場危險的遊戲 Ⅹ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070111.1,一场危险的游戏Ⅺ,A Dangerous Game Ⅺ,デンジャラス・ゲームⅪ,위험한 놀이 Ⅺ,一場危險的遊戲 Ⅺ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070112.1,头目来啦Ⅰ,Here Comes the Boss Ⅰ,ボスだⅠ,보스 출현 Ⅰ,頭目來啦 Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070201.1,热身运动才刚开始 Ⅰ,Warm-Up Has Just Begun Ⅰ,ウォーミングアップⅠ,워밍업의 시작 Ⅰ,熱身運動才剛開始 Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070202.1,热身运动才刚开始 Ⅱ,Warm-Up Has Just Begun Ⅱ,ウォーミングアップⅡ,워밍업의 시작 Ⅱ,熱身運動才剛開始 Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070203.1,热身运动才刚开始 Ⅲ,Warm-Up Has Just Begun Ⅲ,ウォーミングアップⅢ,워밍업의 시작 Ⅲ,熱身運動才剛開始 Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070204.1,热身运动才刚开始 Ⅳ,Warm-Up Has Just Begun Ⅳ,ウォーミングアップⅣ,워밍업의 시작 Ⅳ,熱身運動才剛開始 Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070205.1,热身运动才刚开始 Ⅴ,Warm-Up Has Just Begun Ⅴ,ウォーミングアップⅤ,워밍업의 시작 Ⅴ,熱身運動才剛開始 Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070206.1,热身运动才刚开始 Ⅵ,Warm-Up Has Just Begun Ⅵ,ウォーミングアップⅥ,워밍업의 시작 Ⅵ,熱身運動才剛開始 Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070207.1,热身运动才刚开始 Ⅶ,Warm-Up Has Just Begun Ⅶ,ウォーミングアップⅦ,워밍업의 시작 Ⅶ,熱身運動才剛開始 Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070208.1,头目来啦Ⅱ,Here Comes the Boss Ⅱ,ボスだⅡ,보스 출현 Ⅱ,頭目來啦 Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070301.1,要开始认真咯Ⅰ,Time to Get Serious Ⅰ,本番Ⅰ,진정한 시작 Ⅰ,要開始認真囉 Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070302.1,要开始认真咯Ⅱ,Time to Get Serious Ⅱ,本番Ⅱ,진정한 시작 Ⅱ,要開始認真囉 Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070303.1,要开始认真咯Ⅲ,Time to Get Serious Ⅲ,本番Ⅲ,진정한 시작 Ⅲ,要開始認真囉 Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1070304.1,头目来啦Ⅲ,Here Comes the Boss Ⅲ,ボスだⅢ,보스 출현 Ⅲ,頭目來啦 Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080101.1,技术大比拼I,Tech Showdown Ⅰ,職人たちの技術コンペⅠ,기술 경연 I,技術大對決Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080102.1,技术大比拼Ⅱ,Tech Showdown Ⅱ,職人たちの技術コンペⅡ,기술 경연 Ⅱ,技術大對決Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080103.1,技术大比拼Ⅲ,Tech Showdown Ⅲ,職人たちの技術コンペⅢ,기술 경연 Ⅲ,技術大對決Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080104.1,技术大比拼Ⅳ,Tech Showdown Ⅳ,職人たちの技術コンペⅣ,기술 경연 Ⅳ,技術大對決Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080105.1,技术大比拼Ⅴ,Tech Showdown Ⅴ,職人たちの技術コンペⅤ,기술 경연 Ⅴ,技術大對決Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080106.1,技术大比拼Ⅵ,Tech Showdown Ⅵ,職人たちの技術コンペⅥ,기술 경연 Ⅵ,技術大對決Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080107.1,技术大比拼Ⅶ,Tech Showdown Ⅶ,職人たちの技術コンペⅦ,기술 경연 Ⅶ,技術大對決Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080108.1,技术大比拼Ⅷ,Tech Showdown Ⅷ,職人たちの技術コンペⅧ,기술 경연 Ⅷ,技術大對決Ⅷ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080109.1,技术大比拼Ⅸ,Tech Showdown Ⅸ,職人たちの技術コンペⅨ,기술 경연 Ⅸ,技術大對決Ⅸ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080110.1,技术大比拼Ⅹ,Tech Showdown Ⅹ,職人たちの技術コンペⅩ,기술 경연 Ⅹ,技術大對決Ⅹ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080111.1,技术大比拼Ⅺ,Tech Showdown Ⅺ,職人たちの技術コンペⅪ,기술 경연 Ⅺ,技術大對決Ⅺ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080112.1,不好，猎犬来了Ⅰ,"Uh-oh, the Hound's Here Ⅰ",ムーナハウンドの急襲Ⅰ,"경고, 사냥개가 등장했다 Ⅰ",糟糕，獵犬來了Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080201.1,帝国卫队来袭I,The Imperial Guards Close In Ⅰ,帝国護衛隊の包囲網Ⅰ,제국 호위대의 습격 I,帝國衛隊來襲Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080202.1,帝国卫队来袭Ⅱ,The Imperial Guards Close In Ⅱ,帝国護衛隊の包囲網Ⅱ,제국 호위대의 습격 Ⅱ,帝國衛隊來襲Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080203.1,帝国卫队来袭Ⅲ,The Imperial Guards Close In Ⅲ,帝国護衛隊の包囲網Ⅲ,제국 호위대의 습격 Ⅲ,帝國衛隊來襲Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080204.1,帝国卫队来袭Ⅳ,The Imperial Guards Close In Ⅳ,帝国護衛隊の包囲網Ⅳ,제국 호위대의 습격 Ⅳ,帝國衛隊來襲Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080205.1,帝国卫队来袭Ⅴ,The Imperial Guards Close In Ⅴ,帝国護衛隊の包囲網Ⅴ,제국 호위대의 습격 Ⅴ,帝國衛隊來襲Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080206.1,帝国卫队来袭Ⅵ,The Imperial Guards Close In Ⅵ,帝国護衛隊の包囲網Ⅵ,제국 호위대의 습격 Ⅵ,帝國衛隊來襲Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080207.1,帝国卫队来袭Ⅶ,The Imperial Guards Close In Ⅶ,帝国護衛隊の包囲網Ⅶ,제국 호위대의 습격 Ⅶ,帝國衛隊來襲Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080208.1,不好，猎犬来了Ⅱ,"Uh-oh, the Hound's Here Ⅱ",ムーナハウンドの急襲Ⅱ,"경고, 사냥개가 등장했다 Ⅱ",糟糕，獵犬來了Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080301.1,逃跑专列准备出发Ⅰ,Escape Ride Rolls Out Ⅰ,大脱出マーチⅠ,탈출 열차 출발 준비 Ⅰ,逃亡專車準備出發Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080302.1,逃跑专列准备出发Ⅱ,Escape Ride Rolls Out Ⅱ,大脱出マーチⅡ,탈출 열차 출발 준비 Ⅱ,逃亡專車準備出發Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080303.1,逃跑专列准备出发Ⅲ,Escape Ride Rolls Out Ⅲ,大脱出マーチⅢ,탈출 열차 출발 준비 Ⅲ,逃亡專車準備出發Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1080304.1,扳手与长剑的对决,Wrench vs. Sword,レンチと剣の決闘,방아쇠와 장검의 대결,扳手與長劍的對決,ActivityLevelsLevel.json
ActivityLevelsLevel.1090101.1,暗黑试炼Ⅰ,Dark Trial Ⅰ,漆黒の洗礼Ⅰ,칠흑의 시련 Ⅰ,暗黑試煉Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090102.1,暗黑试炼Ⅱ,Dark Trial Ⅱ,漆黒の洗礼Ⅱ,칠흑의 시련 Ⅱ,暗黑試煉Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090103.1,暗黑试炼Ⅲ,Dark Trial Ⅲ,漆黒の洗礼Ⅲ,칠흑의 시련 Ⅲ,暗黑試煉Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090104.1,暗黑试炼Ⅳ,Dark Trial Ⅳ,漆黒の洗礼Ⅳ,칠흑의 시련 Ⅳ,暗黑試煉Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090105.1,暗黑试炼Ⅴ,Dark Trial Ⅴ,漆黒の洗礼Ⅴ,칠흑의 시련 Ⅴ,暗黑試煉Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090106.1,暗黑试炼Ⅵ,Dark Trial Ⅵ,漆黒の洗礼Ⅵ,칠흑의 시련 Ⅵ,暗黑試煉Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090107.1,暗黑试炼Ⅶ,Dark Trial Ⅶ,漆黒の洗礼Ⅶ,칠흑의 시련 Ⅶ,暗黑試煉Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090108.1,暗黑试炼Ⅷ,Dark Trial Ⅷ,漆黒の洗礼Ⅷ,칠흑의 시련 Ⅷ,暗黑試煉Ⅷ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090109.1,暗黑试炼Ⅸ,Dark Trial Ⅸ,漆黒の洗礼Ⅸ,칠흑의 시련 Ⅸ,暗黑試煉Ⅸ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090110.1,暗黑试炼Ⅹ,Dark Trial Ⅹ,漆黒の洗礼Ⅹ,칠흑의 시련 Ⅹ,暗黑試煉Ⅹ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090111.1,暗黑试炼Ⅺ,Dark Trial Ⅺ,漆黒の洗礼Ⅺ,칠흑의 시련 Ⅺ,暗黑試煉Ⅺ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090112.1,最终试炼,The Final Trial,因果の終着点,최종 시련,最終試煉,ActivityLevelsLevel.json
ActivityLevelsLevel.1090201.1,暗黑挑战Ⅰ,Dark Challenge Ⅰ,漆黒の叛逆Ⅰ,칠흑의 도전 Ⅰ,暗黑挑戰Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090202.1,暗黑挑战Ⅱ,Dark Challenge Ⅱ,漆黒の叛逆Ⅱ,칠흑의 도전 Ⅱ,暗黑挑戰Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090203.1,暗黑挑战Ⅲ,Dark Challenge Ⅲ,漆黒の叛逆Ⅲ,칠흑의 도전 Ⅲ,暗黑挑戰Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090204.1,暗黑挑战Ⅳ,Dark Challenge Ⅳ,漆黒の叛逆Ⅳ,칠흑의 도전 Ⅳ,暗黑挑戰Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090205.1,暗黑挑战Ⅴ,Dark Challenge Ⅴ,漆黒の叛逆Ⅴ,칠흑의 도전 Ⅴ,暗黑挑戰Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090206.1,暗黑挑战Ⅵ,Dark Challenge Ⅵ,漆黒の叛逆Ⅵ,칠흑의 도전 Ⅵ,暗黑挑戰Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090207.1,暗黑挑战Ⅶ,Dark Challenge Ⅶ,漆黒の叛逆Ⅶ,칠흑의 도전 Ⅶ,暗黑挑戰Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090208.1,最终挑战,The Final Challenge,常闇の終焉,최종 도전,最終挑戰,ActivityLevelsLevel.json
ActivityLevelsLevel.1090301.1,暗黑炼狱Ⅰ,Dark Purgatory Ⅰ,紅蓮地獄Ⅰ,칠흑의 연옥 Ⅰ,暗黑煉獄Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090302.1,暗黑炼狱Ⅱ,Dark Purgatory Ⅱ,紅蓮地獄Ⅱ,칠흑의 연옥 Ⅱ,暗黑煉獄Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090303.1,暗黑炼狱Ⅲ,Dark Purgatory Ⅲ,紅蓮地獄Ⅲ,칠흑의 연옥 Ⅲ,暗黑煉獄Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1090304.1,最终考验,The Final Test,死線の鎮魂歌,최종 시험,最終考驗,ActivityLevelsLevel.json
ActivityLevelsLevel.1100101.1,今日不甚太平Ⅰ,Another Rough Day Ⅰ,騒がしい1日Ⅰ,평화롭지 않은 오늘 Ⅰ,今日不甚太平Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100102.1,今日不甚太平Ⅱ,Another Rough Day Ⅱ,騒がしい1日Ⅱ,평화롭지 않은 오늘 Ⅱ,今日不甚太平Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100103.1,今日不甚太平Ⅲ,Another Rough Day Ⅲ,騒がしい1日Ⅲ,평화롭지 않은 오늘 Ⅲ,今日不甚太平Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100104.1,今日不甚太平Ⅳ,Another Rough Day Ⅳ,騒がしい1日Ⅳ,평화롭지 않은 오늘 Ⅳ,今日不甚太平Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100105.1,今日不甚太平Ⅴ,Another Rough Day Ⅴ,騒がしい1日Ⅴ,평화롭지 않은 오늘 Ⅴ,今日不甚太平Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100106.1,今日不甚太平Ⅵ,Another Rough Day Ⅵ,騒がしい1日Ⅵ,평화롭지 않은 오늘 Ⅵ,今日不甚太平Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100107.1,今日不甚太平Ⅶ,Another Rough Day Ⅶ,騒がしい1日Ⅶ,평화롭지 않은 오늘 Ⅶ,今日不甚太平Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100108.1,今日不甚太平Ⅷ,Another Rough Day Ⅷ,騒がしい1日Ⅷ,평화롭지 않은 오늘 Ⅷ,今日不甚太平Ⅷ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100109.1,今日不甚太平Ⅸ,Another Rough Day Ⅸ,騒がしい1日Ⅸ,평화롭지 않은 오늘 Ⅸ,今日不甚太平Ⅸ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100110.1,今日不甚太平Ⅹ,Another Rough Day Ⅹ,騒がしい1日Ⅹ,평화롭지 않은 오늘 Ⅹ,今日不甚太平Ⅹ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100111.1,今日不甚太平Ⅺ,Another Rough Day Ⅺ,騒がしい1日Ⅺ,평화롭지 않은 오늘 Ⅺ,今日不甚太平Ⅺ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100112.1,公平竞争Ⅰ,Fair Competition Ⅰ,フェアプレイⅠ,공평한 경쟁 Ⅰ,公平競爭Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100201.1,麻烦接二连三Ⅰ,Trouble After Trouble Ⅰ,トラブルだらけⅠ,산 넘어 산 Ⅰ,麻煩接二連三Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100202.1,麻烦接二连三Ⅱ,Trouble After Trouble Ⅱ,トラブルだらけⅡ,산 넘어 산 Ⅱ,麻煩接二連三Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100203.1,麻烦接二连三Ⅲ,Trouble After Trouble Ⅲ,トラブルだらけⅢ,산 넘어 산 Ⅲ,麻煩接二連三Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100204.1,麻烦接二连三Ⅳ,Trouble After Trouble Ⅳ,トラブルだらけⅣ,산 넘어 산 Ⅳ,麻煩接二連三Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100205.1,麻烦接二连三Ⅴ,Trouble After Trouble Ⅴ,トラブルだらけⅤ,산 넘어 산 Ⅴ,麻煩接二連三Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100206.1,麻烦接二连三Ⅵ,Trouble After Trouble Ⅵ,トラブルだらけⅥ,산 넘어 산 Ⅵ,麻煩接二連三Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100207.1,麻烦接二连三Ⅶ,Trouble After Trouble Ⅶ,トラブルだらけⅦ,산 넘어 산 Ⅶ,麻煩接二連三Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100208.1,公平竞争Ⅱ,Fair Competition Ⅱ,フェアプレイⅡ,공평한 경쟁 Ⅱ,公平競爭Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100301.1,总得有人收场Ⅰ,Someone Has to End This Ⅰ,始末をつけねば！Ⅰ,누군가는 끝내야 한다 Ⅰ,總得有人收場Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100302.1,总得有人收场Ⅱ,Someone Has to End This Ⅱ,始末をつけねば！Ⅱ,누군가는 끝내야 한다 Ⅱ,總得有人收場Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100303.1,总得有人收场Ⅲ,Someone Has to End This Ⅲ,始末をつけねば！Ⅲ,누군가는 끝내야 한다 Ⅲ,總得有人收場Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1100304.1,算账时间,Time to Reckon,決着のとき,정산의 시간,算帳時間,ActivityLevelsLevel.json
ActivityLevelsLevel.1110101.1,修炼成果展示Ⅰ,Showcase of Growth Ⅰ,修行の成果Ⅰ,수련 성과 전시 Ⅰ,修煉成果展示Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110102.1,修炼成果展示Ⅱ,Showcase of Growth Ⅱ,修行の成果Ⅱ,수련 성과 전시 Ⅱ,修煉成果展示Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110103.1,修炼成果展示Ⅲ,Showcase of Growth Ⅲ,修行の成果Ⅲ,수련 성과 전시 Ⅲ,修煉成果展示Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110104.1,修炼成果展示Ⅳ,Showcase of Growth Ⅳ,修行の成果Ⅳ,수련 성과 전시 Ⅳ,修煉成果展示Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110105.1,修炼成果展示Ⅴ,Showcase of Growth Ⅴ,修行の成果Ⅴ,수련 성과 전시 Ⅴ,修煉成果展示Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110106.1,修炼成果展示Ⅵ,Showcase of Growth Ⅵ,修行の成果Ⅵ,수련 성과 전시 Ⅵ,修煉成果展示Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110107.1,修炼成果展示Ⅶ,Showcase of Growth Ⅶ,修行の成果Ⅶ,수련 성과 전시 Ⅶ,修煉成果展示Ⅶ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110108.1,两个打一个？Ⅰ,Two Against One? Ⅰ,ふたりがかり！？Ⅰ,둘이서 한 명을?! Ⅰ,兩個打一個？Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110109.1,修炼成果展示Ⅷ,Showcase of Growth Ⅷ,修行の成果Ⅷ,수련 성과 전시 Ⅷ,修煉成果展示Ⅷ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110110.1,修炼成果展示Ⅸ,Showcase of Growth Ⅸ,修行の成果Ⅸ,수련 성과 전시 Ⅸ,修煉成果展示Ⅸ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110111.1,修炼成果展示Ⅹ,Showcase of Growth Ⅹ,修行の成果Ⅹ,수련 성과 전시 Ⅹ,修煉成果展示Ⅹ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110112.1,老大上场啦！Ⅰ,The Boss Is Up! Ⅰ,総長のお出まし！！Ⅰ,대장 등장! Ⅰ,老大上場啦！Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110201.1,拿出毅力来Ⅰ,Show Some Grit Ⅰ,根性を見せろⅠ,마음을 다잡고 Ⅰ,拿出毅力來Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110202.1,拿出毅力来Ⅱ,Show Some Grit Ⅱ,根性を見せろⅡ,마음을 다잡고 Ⅱ,拿出毅力來Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110203.1,拿出毅力来Ⅲ,Show Some Grit Ⅲ,根性を見せろⅢ,마음을 다잡고 Ⅲ,拿出毅力來Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110204.1,两个打一个？Ⅱ,Two Against One? Ⅱ,ふたりがかり！？Ⅱ,둘이서 한 명을?! Ⅱ,兩個打一個？Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110205.1,拿出毅力来Ⅳ,Show Some Grit Ⅳ,根性を見せろⅣ,마음을 다잡고 Ⅳ,拿出毅力來Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110206.1,拿出毅力来Ⅴ,Show Some Grit Ⅴ,根性を見せろⅤ,마음을 다잡고 Ⅴ,拿出毅力來Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110207.1,拿出毅力来Ⅵ,Show Some Grit Ⅵ,根性を見せろⅥ,마음을 다잡고 Ⅵ,拿出毅力來Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110208.1,老大上场啦！Ⅱ,The Boss Is Up! Ⅱ,総長のお出まし！！Ⅱ,대장 등장! Ⅱ,老大上場啦！Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110301.1,不会轻易认输Ⅰ,Won't Give Up Easily Ⅰ,負けられない戦いⅠ,굴복하지 않아 Ⅰ,不會輕易認輸Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110302.1,不会轻易认输Ⅱ,Won't Give Up Easily Ⅱ,負けられない戦いⅡ,굴복하지 않아 Ⅱ,不會輕易認輸 Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110303.1,不会轻易认输Ⅲ,Won't Give Up Easily Ⅲ,負けられない戦いⅢ,굴복하지 않아 Ⅲ,不會輕易認輸 Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.1110304.1,三人一起来？！,Three at Once?!,3人まとめて！？,세 명이 함께?!,三人一起來？！,ActivityLevelsLevel.json
ActivityLevelsLevel.2010101.1,雪愿夜的奇境冒险Ⅰ,Snowish Eve Escapade I,クリスマスの冒険Ⅰ,이브의 환상 모험 Ⅰ,雪願夜的奇境冒險Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010102.1,雪愿夜的奇境冒险Ⅱ,Snowish Eve Escapade Ⅱ,クリスマスの冒険Ⅱ,이브의 환상 모험 Ⅱ,雪願夜的奇境冒險Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010103.1,雪愿夜的奇境冒险Ⅲ,Snowish Eve Escapade Ⅲ,クリスマスの冒険Ⅲ,이브의 환상 모험 Ⅲ,雪願夜的奇境冒險Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010104.1,出逃的礼物车Ⅰ,Runaway Gift Cart I,プレゼント泥棒を追えⅠ,도망친 선물 수레 Ⅰ,逃走的禮物車Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010105.1,雪愿夜的奇境冒险Ⅳ,Snowish Eve Escapade Ⅳ,クリスマスの冒険Ⅳ,이브의 환상 모험 Ⅳ,雪願夜的奇境冒險Ⅳ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010106.1,雪愿夜的奇境冒险Ⅴ,Snowish Eve Escapade V,クリスマスの冒険Ⅴ,이브의 환상 모험 Ⅴ,雪願夜的奇境冒險Ⅴ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010107.1,雪愿夜的奇境冒险Ⅵ,Snowish Eve Escapade Ⅵ,クリスマスの冒険Ⅵ,이브의 환상 모험 Ⅵ,雪願夜的奇境冒險Ⅵ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010108.1,雪夜颂歌与怪诞暖炉Ⅰ,Carols & Odd Stove I,奇妙な暖炉の贈り物Ⅰ,크리스마스 캐럴과 난로 Ⅰ,雪夜頌歌與怪誕暖爐Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010201.1,狂欢前奏曲Ⅰ,Carnival Prelude I,カーニバル前奏曲Ⅰ,카니발 전주곡 Ⅰ,狂歡前奏曲Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010202.1,出逃的礼物车Ⅱ,Runaway Gift Cart Ⅱ,プレゼント泥棒を追えⅡ,도망친 선물 수레 Ⅱ,逃走的禮物車Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010203.1,狂欢前奏曲Ⅱ,Carnival Prelude Ⅱ,パーティー前奏曲Ⅱ,카니발 전주곡 Ⅱ,狂歡前奏曲Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010204.1,雪夜颂歌与怪诞暖炉Ⅱ,Carols & Odd Stove Ⅱ,奇妙な暖炉の贈り物Ⅱ,크리스마스 캐럴과 난로 Ⅱ,雪夜頌歌與怪誕暖爐Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010301.1,不歇派对Ⅰ,Non-Stop Party I,ノンストップクリスマスⅠ,끝없는 파티 Ⅰ,不歇派對Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010302.1,不歇派对Ⅱ,Non-Stop Party Ⅱ,ノンストップクリスマスⅡ,끝없는 파티 Ⅱ,不歇派對Ⅱ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010303.1,出逃的礼物车Ⅲ,Runaway Gift Cart Ⅲ,プレゼント泥棒を追えⅢ,도망친 선물 수레 Ⅲ,逃走的禮物車Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.2010304.1,雪夜颂歌与怪诞暖炉Ⅲ,Carols & Odd Stove Ⅲ,奇妙な暖炉の贈り物Ⅲ,크리스마스 캐럴과 난로 Ⅲ,雪夜頌歌與怪誕暖爐Ⅲ,ActivityLevelsLevel.json
ActivityLevelsLevel.2020101.1,致命请柬Ⅰ,Deadly Invitation Ⅰ,仕組まれた招待状Ⅰ,위험한 초대장 Ⅰ,致命請柬Ⅰ,ActivityLevelsLevel.json
ActivityLevelsLevel.2020102.1,宾客初至Ⅰ,Guests Gather Ⅰ,宴のはじまりⅠ,도착한 손님들 Ⅰ,賓客初至Ⅰ,ActivityLevelsLevel.json
