category,category_label,id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
02_skill,技能名称,SecondarySkill.3006101.1,静谧之光,Tranquil Light,ヒールグロウ,고요함의 빛,靜謐之光,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3007101.1,微风入夜,Evening Breeze,頬を撫でる夜風,밤으로 스미는 바람,微風入夜,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3008101.1,同旅之绊,Companion's Bond,旅は道連れ,동행의 인연,同旅之絆,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3009101.1,细雨如丝,Silken Raindrops,花を濡らす雫,얇은 빗줄기,細雨如絲,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3010101.1,仙风暖雾,Shroud of Mist,こっちにおいでよ,신선한 바람,仙風暖霧,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3011101.1,随拍起舞,Dancing Shadows,リズミカルステップ,리듬의 몸짓,隨拍起舞,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3012101.1,月下踢踏,Moonlit Taps,月下の迷い子,달 아래의 발길,月下踢踏,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3013101.1,暖心依偎,Snuggle Up,そこにある温もり,따스한 의지,暖心依偎,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3014101.1,引擎润滑,Engine Lubrication,メンテはバッチリ,엔진 윤활,引擎潤滑,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3015101.1,拂面轻风,Caressing Breeze,そよ風の便り,뺨을 스치는 미풍,拂面輕風,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3016101.1,蔷薇棘刺,Thorning Rose,深紅に染まる花びら,장미의 가시,薔薇棘刺,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3017101.1,转转闪耀,Spinning Light,ぐるぐるピカピカ,빙빙 섬광,轉轉閃耀,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3018101.1,透心凉意,Chilling Coolness,最初のひと口,마음 관통의 한기,透心涼意,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3019101.1,浮梦轻散,Fleeting Dreams,朽ちゆく夢,떠도는 꿈,浮夢輕散,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3020101.1,惊吓时刻,Startling Moment,どっきりタイム,놀람의 순간,驚嚇時刻,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3021101.1,骤风,Squall,天つ風,질풍,驟風,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3022101.1,举火,Surge of Flame,潰えぬ蛍火,횃불,舉火,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3023101.1,圣光,Holy Glow,眩い聖光,성스러운 빛,聖光,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3024101.1,甘露,Sweet Creek,水分補給,감로,甘露,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3025101.1,魔境,Phantom Realm,這い寄る誘惑,마경,魔境,SecondarySkill.json
02_skill,技能名称,SecondarySkill.3026101.1,开播准备,Livestream Prep,配信準備,방송 준비,開播準備,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4001101.1,猫神制裁,Cat God's Penalty,ネコ神の審判,고양이 신의 징계,貓神制裁,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4001201.1,破灭的魔光,Destructive Aura,破滅への魔光,파멸의 마광,破滅的魔光,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4002101.1,风花雪月,Snowpetal Storm,風花雪月,바람꽃 설월,風花雪月,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4002201.1,怀心的芬芳,Fragrance of Heart,色褪せぬ香り,품속의 향기,心中的芬芳,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4003101.1,命运爆发,Destiny Unleashed,フォトンバースト,운명의 폭발,命運爆發,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4003201.1,自由意志,Free Will,ビッグバン,자유의지,自由意志,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4004101.1,淑慧本色,Graceful Essence,淑女の本懐,지혜 본색,淑慧本色,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4004201.1,优雅舞姿,Graceful Poise,秘密のお茶会,우아한 춤사위,優雅舞姿,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4005101.1,笑颜与泪光,Tears of Joy,笑顔と涙,웃음과 눈물,笑顏與淚光,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4005201.1,彷若昨日,Bygone Echoes,あの頃みたいに,어제처럼,彷若昨日,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4006101.1,鬼魅香氛,Spectral Fragrance,小悪魔スマイル,오묘한 향기,鬼魅香氛,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4006201.1,雁过留痕,Dark Trace,権謀術数,기러기의 흔적,雁過留痕,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4007101.1,决胜击打,Decisive Strike,勝負を決める一振り,승부의 일격,決勝擊打,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4007201.1,辉光所及处,Reach of Radiance,光さす場所,빛이 닿는 곳,輝光所及處,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4008101.1,幸福气球,Balloon of Joy,サプライズバルーン,행운의 풍선,幸福氣球,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4008201.1,启航笛音,Horn of Departure,絶叫コースター,출항의 기적,啟航笛音,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4009101.1,星途启程,Starlit Winds,星を目指して,별의 여정,星途啟程,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4009201.1,乘风的祈愿,Windswept Prayer,願いを風に乗せて,바람을 탄 기도,乘風的祈願,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4010101.1,慈悲满溢,Light of Mercy,万物に捧ぐ慈愛,넘치는 자비,慈悲滿溢,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4010201.1,圣光加护,Divine Protection,凛光の加護,성스러운 빛의 가호,聖光加護,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4011101.1,绽放的冰花,Frosted Blossom,花開く氷蕾,만개한 얼음꽃,綻放的冰花,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4011201.1,水舞蹈,Dancing Waters,水鏡の像花,물의 스텝,水舞蹈,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4012101.1,逐利的暗涌,Dark Reckoning,欲望の坩堝,이익을 좇는 암류,逐利的暗湧,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4012201.1,贪婪的追猎,Greedy Pursuit,覇道邁進,탐욕의 추격,貪婪的追獵,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4013101.1,燎原的烈火,Raging Wildfire,沸き立つ探究心,들판을 태우는 열화,燎原的烈火,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4013201.1,极致的冒险,Epic Adventure,あくなき好奇心,극한의 모험,極致的冒險,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4014101.1,果语花香,Fruity & Fragrant,森の恵,과일 꽃향기,果語花香,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4014201.1,营养多汁又健康,Juicy & Healthy,しあわせな時間,영양 가득 웰빙,營養多汁又健康,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4015101.1,流淌于梦的清风,Dreamflow Breeze,夢見心地のそよ風,꿈을 스치는 산들바람,流淌於夢的清風,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4015201.1,散落的芳香,Scattered Fragrance,香り立つ新緑,흩날린 향기,散落的芳香,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4016101.1,暖风融雪,Vernal Zephyr,春一番,눈을 녹이는 봄바람,暖風融雪,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4016201.1,细雨润物,Vitalizing Rain,花吹雪,만물을 적시는 가랑비,細語潤物,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4017101.1,拥入怀抱的暖意,Warmth in the Arms,受け継がれる熱意,품 안의 온기,擁入懷抱的暖意,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4017201.1,洋溢的焰火,Fervent Flames,猛る炎,이글거리는 불꽃,洋溢的焰火,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4018101.1,潜移默化,Subtle Influence,秘めたる心,자연스러운 변화,潛移默化,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4018201.1,绵远流长,Lasting Trends,どこふく風,끝없는 흐름,綿遠流長,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4019101.1,破风铳弹,Windbreaking Shots,凶弾の射手,바람을 가르는 탄환,破風槍彈,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4019201.1,热斗激奏,Battle Rhapsody,鉛玉の雨,결투의 폭주곡,熱鬥激奏,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4020101.1,回忆的碎闪,Flashing Memories,ありふれた特別な時間,기억의 파편,回憶的碎閃,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4020201.1,友情的闪光,Radiant Bonds,友情物語,우정의 섬광,友情的閃光,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4021101.1,坚固的三角,Unbreakable Trio,ワンフォーオール,튼튼한 삼각형,堅固的三角,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4021201.1,同心的瞬间,Moment of Unity,オールフォーワン,동심의 순간,同心的瞬間,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4022101.1,战栗之刻,Moment of Terror,戦慄の訪問者,전율의 순간,戰慄之刻,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4022201.1,平凡之勇,Humble Courage,静かな足音,평범한 용기,平凡之勇,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4023101.1,街头精神,Street Spirit,アウトローのこだわり,스트릿 스피릿,街頭精神,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4023201.1,干完这票就跑,Hit and Run,青空に描くアーチスト,끝나면 도망가자,做完這票就閃人,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4024101.1,潇洒速降,Graceful Dive,軽やかな着地術,경쾌한 낙하,瀟灑速降,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4024201.1,合作精神,Team Spirit,ファイト！協力！,팀워크 정신,合作精神,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4026101.1,泷舞溅跃,Splashing Moves,火照りを冷ます飛沫,넘실대는 물보라,瀧舞濺躍,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4026201.1,明镜才可止水,Water Mirror,山紫水明,"맑은 거울, 고요한 물결",明鏡才可止水,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4027101.1,泼墨狂草,Wild Brushstrokes,墨乱狂走,거친 먹빛,潑墨狂草,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4027201.1,龙腾虎跃,Power Unleashed,飛龍天舞,용호질주,龍騰虎躍,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4028101.1,芬芳幻象,Fragrant Illusion,香しき面影,향기의 환영,芬芳幻象,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4028201.1,花间疏影,Swaying Petals,花影の狭間で,꽃 사이 그림자,花間疏影,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4029101.1,喵神诅咒,Meowth's Curse,ネコ神の呪い,야옹신의 저주,喵神詛咒,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4029201.1,灭世烈焰,Doomfire,烈火滅世,종말의 불꽃,滅世烈焰,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4030101.1,微光洒落,Falling Gleam,差し込む光,은은한 미광,微光灑落,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4030201.1,惬意的红茶,Relaxing Tea,安らぎの紅茶,편안한 홍차,愜意的紅茶,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4031101.1,刃击水涌,Surging Slash,ほとばしる水刃,물결 칼날,刃擊水湧,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4031201.1,中意的劲敌,Preferred Enemy,好敵手,마음 속 숙적,中意的勁敵,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4032101.1,神秘负片,Veiled Negative,お宝ショット★,미스터리 필름,神祕負片,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4032201.1,新闻大生产,News Spree,そのネタいただき★,뉴스 대량 생산,新聞生產爆發,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4033101.1,挖掘真理,Truth Digger,埋葬された真理,진리 발굴,挖掘真理,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4033201.1,埋葬过去,Buried Past,過去の遺物,묻혀진 과거,埋葬過去,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4036101.1,铁与爱的怀抱,Iron Love Embrace,鉄の香り漂う愛情,철과 사랑의 포옹,鐵與愛的懷抱,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4036201.1,私情满溢的禁锢,Prison of Passion,堕落の鎖,감정에 휘둘린 속박,私情滿溢的禁錮,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4037101.1,幸运的抓夹,Lucky Clip,幸運を掴め,행운의 집게,幸運的抓夾,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4037201.1,突破最高记录,Record Breaker,自分との戦い,최고 기록 돌파,突破最高紀錄,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4038101.1,粼粼共舞,Dance of Shimmers,ゆらめくプリズム,파문의 춤사위,粼粼共舞,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4038201.1,临光微步,Gleaming Steps,照らす光のカーテン,빛의 발걸음,臨光微步,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4039101.1,一望无际的晴空,Azure Horizon,メルヘンなサンセット,광활한 푸른 하늘,一望無際的晴空,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4039201.1,漫无止境的阳光,Infinite Sunshine,昼と夜の交わる時間,끝없는 햇빛,漫無止境的陽光,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4040101.1,名为团长的热情,Passion of the Captain,燃え上がる情熱,단장이라는 열정,名為團長的熱情,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4040201.1,勇气之鼓舞,Inspiration of Courage,勇気を力に,용기의 격려,勇氣之鼓舞,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4041101.1,礼炮齐鸣,Salutes Boomed,寒さをぶっ飛ばせ,예포 발사,禮炮齊鳴,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4041201.1,圣夜舞乐,Holy Night Revelry,鈴の音を響かせて,이브의 파티타임,聖夜舞樂,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4042101.1,温润绵长,Eternal Pulse,まろやかな余韻,부드럽고 따스한 여운,溫潤綿長,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4042201.1,爽洌回甘,Bright Refrain,キレのある後味,청량하고 달콤한 끝맛,爽洌回甘,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4043101.1,幕后统御,Shadow Mastermind,躍動する影,배후의 지배자,幕後統御,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4043201.1,野心蔓延,Growing Ambition,夜を彩る星々,넘치는 야망,野心蔓延,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4044101.1,此谓灵丹妙药,The Sovereign Elixir,妙薬の効能,신묘한 영약,此謂靈丹妙藥,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4044201.1,春华亦需滋养,Blossom's Requiring,好奇心の誘惑,봄빛 아래 보살핌,春華亦需滋養,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4045101.1,落瓣烟消,Fading Petals,花の嵐,지는 꽃과 사라지는 연기,落瓣煙消,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4045201.1,浮月蜃景,Lunar Mirage,戦場の花,떠오르는 달의 신기루,浮月蜃景,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4046101.1,踏雪无痕,Weightless Tread,ホワイトアウト,흔적 없는 발걸음,踏雪無痕,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4046201.1,夜雪无声,Silent Descent,アイスバーン,고요한 눈 오는 밤,夜雪無聲,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4047101.1,词句融为思念,Words into Longing,言の葉、想いに溶けて,그리움의 시,詞句融為思念,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4047201.1,字字皆是长情,Words of Endless Devotion,文字に秘めた想い,글에 맺힌 진심,字字皆是長情,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4048101.1,薯条国度,Kingdom of Fries,ポテトキングダム,감튀 나라,薯條國度,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4048201.1,香脆欢愉,Crispy Crunch,聖なる夜に,해피 크리스피,香脆歡愉,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4049101.1,踏上星途,Starlight Journey,星の旅路,별의 여정,踏上星途,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4049201.1,记忆共鸣,Memory Resonance,記憶の共鳴,기억 공명,記憶共鳴,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4050101.1,黯影同律,Umbral Harmony,宴の秘め事,그림자의 공명,黯影同律,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4050201.1,幕后祝酒,A Toast Behind the Scenes,黒幕の祝杯,무대 뒤 축배,幕後祝酒,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4051101.1,开始「对话」,Start Conversation,星空のロマン,「대화」 시작,開始「對話」,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4051201.1,彼此理解,Mutual Understanding,一条の光,서로의 이해,彼此理解,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4052101.1,幻想星穹,Sky of Fantasy,星空のおとぎ話,환상의 별하늘,幻想星穹,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4052201.1,建造蓝图,Construction Blueprint,天才の設計図,제작 설계도,建造藍圖,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4053101.1,喵神凯旋,Meowth's Triumph,ネコ神の凱旋,야옹신의 승리,喵神凱旋,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4053201.1,黑暗庆典,Dark Ceremony,漆黒の式典,암흑의 축제,黑暗慶典,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4054101.1,发条华尔兹,Clockwork Waltz,ネジ巻きワルツ,태엽 인형의 왈츠,發條華爾滋,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4054201.1,交响乐盒,Symphony Box,友情のメモリア,교향곡 오르골,交響樂盒,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4055101.1,碧海回音,Azure Echo,蒼海のプリズム,푸른 바다의 메아리,碧海回音,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4055201.1,白沙映日,Sun-Kissed Sands,陽光照らす白浜,하얀 모래에 비친 햇빛,白沙映日,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4056101.1,夏日私语,Summer Time Whispers,流水のささやき,여름의 귓속말,夏日私語,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4056201.1,夏屿轻歌,Summer Isle Song,島のハミング,가벼운 여름의 노래,夏嶼輕歌,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4057101.1,踏浪而行,Wave Riding,ライドウェーブ,파도를 따라,踏浪而行,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4057201.1,独自远航,Solo Voyage,ヴォヤージュ,홀로 나선 먼 바다,獨自遠航,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4058101.1,欢腾激浪,Joyful Wave,ライジングサージ,환희의 격랑,歡騰激浪,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4058201.1,热情不减,Undying Passion,ホワイトキャップ,식지 않는 열정,熱情不減,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4059101.1,梦想之翼,Wings of Dream,夢の翼,꿈의 날개,夢想之翼,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4059201.1,未来之声,Voice of the Future,未来への飛翔,미래의 소리,未來之聲,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4060101.1,光辉道路,Path of Radiance,祝福の追い風,빛의 길,光輝道路,SecondarySkill.json
02_skill,技能名称,SecondarySkill.4060201.1,远大前途,Bright Prospects,輝かしい未来,원대한 앞길,遠大前程,SecondarySkill.json
02_skill,技能名称,Skill.100010302.1,共振鸣火,Pulsing Cinder,散火の舞,공진의 번쩍임,共振鳴火,Skill.json
02_skill,技能名称,Skill.100010303.1,优势火力,Dominant Firepower,超火力,압도적인 화력,優勢火力,Skill.json
02_skill,技能名称,Skill.100010702.1,圣盾强护,Aegis Protection,聖盾の守護,신성 방패의 보호,聖盾強護,Skill.json
02_skill,技能名称,Skill.100010703.1,正义调停,Aegis Intervention,正義の調停,정의의 중재,正義調停,Skill.json
02_skill,技能名称,Skill.100011102.1,凛霜道标,Frozen Path,氷の道標,서리의 길잡이,凜霜道標,Skill.json
02_skill,技能名称,Skill.100011103.1,坚冰涌阵,Glacial Eruption,氷河の躍動,얼음 요새 붕괴,堅冰湧陣,Skill.json
02_skill,技能名称,Skill.100011202.1,迅风闪,Sonic Slash,破岩斬,신풍섬,迅風閃,Skill.json
02_skill,技能名称,Skill.100011203.1,风闪破,Windflash Break,風閃破,칼바람 섬광,風閃破,Skill.json
02_skill,技能名称,Skill.100011502.1,残影幻爆,Phantom Blast,かげおに,잔영의 폭발,殘影幻爆,Skill.json
02_skill,技能名称,Skill.100011503.1,耀星追猎,Starflare Pursuit,アバランチ・スラッシュ,성휘 사냥,耀星追獵,Skill.json
02_skill,技能名称,Skill.100012002.1,风云无常,Erratic Weather,風雲無常,변화무쌍,風雲無常,Skill.json
02_skill,技能名称,Skill.100012003.1,尘风之星,Dustwind Star,塵風の星,모랫바람의 별,塵風之星,Skill.json
02_skill,技能名称,Skill.100012502.1,冰锋舞,Freezing Swirl,氷鋒斧踏,얼음 칼날의 춤,冰鋒舞,Skill.json
02_skill,技能名称,Skill.100012503.1,霜华绽,Frost Bloom,霜華乱咲,서리꽃 만개,霜華綻,Skill.json
02_skill,技能名称,Skill.100012702.1,浪潮,Rising Tide,フーリアマリス,거센 파도,浪潮,Skill.json
02_skill,技能名称,Skill.100012703.1,飞花,Flying Blossoms,フロスアクア,낙화,飛花,Skill.json
02_skill,技能名称,Skill.100013002.1,霖雨·追击,Rain Call: Volley Chase,パペットキャンペーン,장마·추격,霖雨·追擊,Skill.json
02_skill,技能名称,Skill.100013003.1,绽蓝之夜,Azure Night,速達サービス,푸른 빛의 밤,綻藍之夜,Skill.json
02_skill,技能名称,Skill.100013202.1,爆星连打,Starbreaker Barrage,勝！爆星の連撃,성운 콤보,爆星連打,Skill.json
02_skill,技能名称,Skill.100013203.1,浪扫尘星,Tidal Sweep,義！煌星の激流,파도 속 별가루,浪掃塵星,Skill.json
02_skill,技能名称,Skill.100013302.1,疾风绽放,Blooming Draught,烈華の風刃,질풍의 만개,疾風綻放,Skill.json
02_skill,技能名称,Skill.100013303.1,落英缤纷,Bouquet Blast,散華の夢,꽃잎의 춤사위,落英繽紛,Skill.json
02_skill,技能名称,Skill.100013402.1,炎能灌注,Ignis Infusion,フレイムアッパー,불꽃 주입,炎能灌注,Skill.json
02_skill,技能名称,Skill.100013403.1,疾步冲拳,Eruption Punch,ストレートフレア,질주의 펀치,疾步衝拳,Skill.json
02_skill,技能名称,Skill.100014002.1,兔子派重速切换,Rabbit Pie Tempo Switch,ラボラビチェンジ,라보라비 모드 전환,兔子派重速切換,Skill.json
02_skill,技能名称,Skill.100014003.1,兔兔追踪炮,Homing Bunny Volley,サポラビジャベリン,토끼 추적포,兔兔追蹤砲,Skill.json
02_skill,技能名称,Skill.100014302.1,风车连舞,Whirling Onslaught,ウィンドミル,풍차의 춤,風車連舞,Skill.json
02_skill,技能名称,Skill.100014303.1,风车蹦极,Rolling Bungee,ラッシュブレード,풍차 역격,風車彈跳,Skill.json
02_skill,技能名称,Skill.100014402.1,瞬瀑,Water Surge,連段滝,순폭,瞬瀑,Skill.json
02_skill,技能名称,Skill.100014403.1,泷闪,Torrent Flash,流閃,여울빛,瀧閃,Skill.json
02_skill,技能名称,Skill.100014902.1,即刻处刑,Immediate Execution,執行：断頭の円匙,즉시 처형,即刻處刑,Skill.json
02_skill,技能名称,Skill.100014903.1,棘罪地狱,Thorned Inferno,磔刑：緋色の鎖,가시 지옥,棘罪地獄,Skill.json
02_skill,技能名称,Skill.100015002.1,雷域滞空,Aerial Suspension,あたしの庭,번개 영역 부유,雷域滯空,Skill.json
02_skill,技能名称,Skill.100015003.1,电链镭射,Arc Chain Laser,ライトエギング,전격 사슬,電鏈雷射,Skill.json
02_skill,技能名称,Skill.100015502.1,圣汐狂潮,Divine Deluge,レーザーウェイヴ,성스러운 격류,聖汐狂潮,Skill.json
02_skill,技能名称,Skill.100015503.1,碧波轮奏,Surfing Rondo,ナミノリラビッツ,푸른 물결의 론도,碧波輪奏,Skill.json
02_skill,技能名称,Skill.100015602.1,一击全倒,Clean Sweep,幸運のたまご,원샷 올킬,一擊全倒,Skill.json
02_skill,技能名称,Skill.100015603.1,布偶冲锋,Plushie Charge,ぬいぐるみ突撃,인형의 돌격,布偶衝鋒,Skill.json
02_skill,技能名称,Skill.100016002.1,水花飞溅,Flying Droplets,飛び散る水しぶき,비산하는 물꽃,水花飛濺,Skill.json
02_skill,技能名称,Skill.100016003.1,音波泡沫,Sonic Bubble,ソニックバブル,음파 물거품,音波泡沫,Skill.json
02_skill,技能名称,Skill.101000102.1,痛击血仇,Grudge Revenge,リベンジショット,피의 복수,痛擊血仇,Skill.json
02_skill,技能名称,Skill.101000103.1,鼠鼠投掷,Shrew Toss,マウススロー,찍찍 투척,鼠鼠投擲,Skill.json
02_skill,技能名称,Skill.101000302.1,啃咬法术,Biting Hex,バイトスペル,물어뜯기 주문,啃咬法術,Skill.json
02_skill,技能名称,Skill.101000303.1,鼠鼠盟约,Shrew Pact,マウスコベナント,찍찍 맹약,鼠鼠盟約,Skill.json
02_skill,技能名称,Skill.101000502.1,猪突猛进,Boar Rush,猪突猛進,저돌적인 맹진,勇往直前,Skill.json
02_skill,技能名称,Skill.101000503.1,猛进之牙,Charging Fang,ラッシュファング,돌진하는 이빨,猛進之牙,Skill.json
02_skill,技能名称,Skill.101000602.1,狂风席卷,Sweeping Storm,ストームスイープ,광풍의 석권,狂風席捲,Skill.json
02_skill,技能名称,Skill.101000603.1,青岚加护,Verdant Aegis,青嵐の加護,푸른 바람의 가호,青嵐加護,Skill.json
02_skill,技能名称,Skill.101001502.1,嘭嘭弹,Bam Bam Bomb,ポンポンバレット,펑펑탄,砰砰彈,Skill.json
02_skill,技能名称,Skill.101001503.1,嘭嘭疗愈,Bam Bam Cure,ポンポンヒール,펑펑 요법,砰砰療癒,Skill.json
02_skill,技能名称,Skill.101001701.1,猫之馈赠,Feline Gift,キャットギフト,고양이의 선물,貓之饋贈,Skill.json
02_skill,技能名称,Skill.101001702.1,猫之振奋,Feline Inspiration,キャットレイズ,고양이의 격려,貓之振奮,Skill.json
02_skill,技能名称,Skill.101100102.1,跳扑,Pounce,リープアタック,급습,跳撲,Skill.json
02_skill,技能名称,Skill.101100103.1,狼嚎,Wolf Howl,ウルフハウル,야수의 포효,狼嚎,Skill.json
02_skill,技能名称,Skill.101300102.1,阳春本垒打,Solo Home Run,ソロホームラン,장외 홈런,陽春全壘打,Skill.json
02_skill,技能名称,Skill.101300103.1,代打本垒打,Pinch-hit Homer,代打ホームラン,대타 홈런,代打全壘打,Skill.json
02_skill,技能名称,Skill.101301102.1,投石,Stone Toss,ストーンスロー,투석,投石,Skill.json
02_skill,技能名称,Skill.101301103.1,抛弹,Bomb Toss,ボムスロー,총알 투척,拋彈,Skill.json
02_skill,技能名称,Skill.101302102.1,疾风横扫,Cyclone Kick,ウィンドスウィープ,질풍의 휩쓸기,疾風橫掃,Skill.json
