ship_id,zh_CN,en,ja,zh_TW,ko,english_name,ship_type_zh,ship_type_en,nation_zh,nation_en,variant
202181,小贝法,Little Bel,ベルちゃん,小貝法,꼬마 벨파스트,HMS Belfast,轻巡,Light Cruiser,皇家,Royal Navy,
202191,纽卡斯尔,Newcastle,ニューカッスル,紐卡斯爾,뉴캐슬,HMS Newcastle,轻巡,Light Cruiser,皇家,Royal Navy,
202201,天狼星,Sirius,シリアス,天狼星,시리우스,HMS Sirius,轻巡,Light Cruiser,皇家,Royal Navy,
202211,库拉索,Curacoa,キュラソー,庫拉索,퀴라소,HMS Curacoa,轻巡,Light Cruiser,皇家,Royal Navy,
202221,杓鹬,Curlew,カーリュー,杓鷸,컬루,HMS Curlew,轻巡,Light Cruiser,皇家,Royal Navy,
202231,确捷,Swiftsure,スウィフトシュア,確捷,스위프트슈어,HMS Swiftsure,轻巡,Light Cruiser,皇家,Royal Navy,
202241,黑太子,Black Prince,ブラック・プリンス,黑太子,블랙 프린스,HMS Black Prince,轻巡,Light Cruiser,皇家,Royal Navy,
202251,谢菲尔德(μ兵装),Sheffield μ,シェフィールド(μ兵装),謝菲爾德(μ兵裝),셰필드(μ장비),HMS Sheffield,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装
202261,格拉斯哥,Glasgow,グラスゴー,格拉斯哥,글래스고,HMS Glasgow,轻巡,Light Cruiser,皇家,Royal Navy,
202271,赫敏,Hermione,ハーマイオニー,赫敏,허마이오니,HMS Hermione,轻巡,Light Cruiser,皇家,Royal Navy,
202281,黛朵(μ兵装),Dido μ,ダイドー(μ兵装),黛朵(μ兵裝),다이도(μ장비),HMS Dido,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装
202291,佩内洛珀,Penelope,ペネロピ,佩內洛珀,페넬로피,HMS Penelope,轻巡,Light Cruiser,皇家,Royal Navy,
202301,卡律布狄斯,Charybdis,カリブディス,卡律布狄斯,카리브디스,HMS Charybdis,轻巡,Light Cruiser,皇家,Royal Navy,
202311,司战女神,Bellona,ベローナ,司戰女神,벨로나,HMS Bellona,轻巡,Light Cruiser,皇家,Royal Navy,
202321,进取,Enterprise,エンタープライズ,企業,엔터프라이즈,HMS Enterprise,轻巡,Light Cruiser,皇家,Royal Navy,
202331,斯库拉,Scylla,シラ,斯庫拉,스킬라,HMS Scylla,轻巡,Light Cruiser,皇家,Royal Navy,
202341,利物浦,Liverpool,リヴァプール,利物浦,리버풀,HMS Liverpool,轻巡,Light Cruiser,皇家,Royal Navy,
202351,克利奥佩特拉,Cleopatra,クレオパトラ,克麗奧佩脫拉,클레오파트라,HMS Cleopatra,轻巡,Light Cruiser,皇家,Royal Navy,
202361,特立尼达,Trinidad,トリニダード,千里達,트리니다드,HMS Trinidad,轻巡,Light Cruiser,皇家,Royal Navy,
203011,伦敦,London,ロンドン,倫敦,런던,HMS London,重巡,Heavy Cruiser,皇家,Royal Navy,
203021,什罗普郡,Shropshire,シュロップシャー,什羅普郡,슈롭셔,HMS Shropshire,重巡,Heavy Cruiser,皇家,Royal Navy,
203031,肯特,Kent,ケント,肯特,켄트,HMS Kent,重巡,Heavy Cruiser,皇家,Royal Navy,
203041,萨福克,Suffolk,サフォーク,薩福克,서포크,HMS Suffolk,重巡,Heavy Cruiser,皇家,Royal Navy,
203051,诺福克,Norfolk,ノーフォーク,諾福克,노포크,HMS Norfolk,重巡,Heavy Cruiser,皇家,Royal Navy,
203061,多塞特郡,Dorsetshire,ドーセットシャー,多塞特郡,도셋셔,HMS Dorsetshire,重巡,Heavy Cruiser,皇家,Royal Navy,
203071,约克,York,ヨーク,約克,요크,HMS York,重巡,Heavy Cruiser,皇家,Royal Navy,
203081,埃克塞特,Exeter,エクセター,埃克塞特,엑세터,HMS Exeter,重巡,Heavy Cruiser,皇家,Royal Navy,
203091,苏塞克斯,Sussex,サセックス,蘇塞克斯,서식스,HMS Sussex,重巡,Heavy Cruiser,皇家,Royal Navy,
203101,小柴郡,Little Cheshire,リトル・チェシャー,小柴郡,꼬마 체셔,HMS Cheshire,重巡,Heavy Cruiser,皇家,Royal Navy,
203131,德文郡,Devonshire,デヴォンシャー,德文郡,데본셔,HMS Devonshire,重巡,Heavy Cruiser,皇家,Royal Navy,
204011,声望,Renown,レナウン,聲望,리나운,HMS Renown,战巡,Battlecruiser,皇家,Royal Navy,
204021,反击,Repulse,レパルス,反擊,리펄스,HMS Repulse,战巡,Battlecruiser,皇家,Royal Navy,
204031,胡德,Hood,フッド,胡德,후드,HMS Hood,战巡,Battlecruiser,皇家,Royal Navy,
204041,小声望,Little Renown,リトル・レナウン,小聲望,꼬마 리나운,HMS Renown,战巡,Battlecruiser,皇家,Royal Navy,
205011,伊丽莎白女王,Queen Elizabeth,クイーン・エリザベス,伊莉莎白女王,퀸 엘리자베스,HMS Queen Elizabeth,战列,Battleship,皇家,Royal Navy,
205021,厌战,Warspite,ウォースパイト,厭戰,워스파이트,HMS Warspite,战列,Battleship,皇家,Royal Navy,
205031,纳尔逊,Nelson,ネルソン,納爾遜,넬슨,HMS Nelson,战列,Battleship,皇家,Royal Navy,
205041,罗德尼,Rodney,ロドニー,羅德尼,로드니,HMS Rodney,战列,Battleship,皇家,Royal Navy,
205051,英王乔治五世,King George V,キング・ジョージ5世,英王喬治五世,킹 조지 5세,HMS King George V,战列,Battleship,皇家,Royal Navy,
205061,威尔士亲王,Prince of Wales,プリンス・オブ・ウェールズ,威爾斯親王,프린스 오브 웨일즈,HMS Prince of Wales,战列,Battleship,皇家,Royal Navy,
205071,约克公爵,Duke of York,デューク・オブ・ヨーク,約克公爵,듀크 오브 요크,HMS Duke of York,战列,Battleship,皇家,Royal Navy,
205091,豪,Howe,ハウ,豪,하우,HMS Howe,战列,Battleship,皇家,Royal Navy,
205101,英勇,Valiant,ヴァリアント,英勇,밸리언트,HMS Valiant,战列,Battleship,皇家,Royal Navy,
205111,复仇,Revenge,リヴェンジ,復仇,리벤지,HMS Revenge,战列,Battleship,皇家,Royal Navy,
205131,前卫,Vanguard,ヴァンガード,前衛,뱅가드,HMS Vanguard,战列,Battleship,皇家,Royal Navy,
205141,皇家橡树,Royal Oak,ロイヤル・オーク,皇家橡樹,로열 오크,HMS Royal Oak,战列,Battleship,皇家,Royal Navy,
205161,狮,Lion,ライオン,獅,라이온,HMS Lion,战列,Battleship,皇家,Royal Navy,
206011,竞技神,Hermes,ハーミーズ,競技神,허미즈,HMS Hermes,轻航,Light Carrier,皇家,Royal Navy,
206021,百眼巨人,Argus,アーガス,百眼巨人,아거스,HMS Argus,轻航,Light Carrier,皇家,Royal Navy,
206031,独角兽,Unicorn,ユニコーン,獨角獸,유니콘,HMS Unicorn,轻航,Light Carrier,皇家,Royal Navy,
206041,半人马,Centaur,セントー,半人馬,센토,HMS Centaur,轻航,Light Carrier,皇家,Royal Navy,
206051,追赶者,Chaser,チェイサー,追趕者,체이서,HMS Chaser,轻航,Light Carrier,皇家,Royal Navy,
206061,英仙座,Perseus,パーシュース,英仙座,퍼시어스,HMS Perseus,轻航,Light Carrier,皇家,Royal Navy,
206071,阿尔比恩,Albion,アルビオン,阿爾比恩,알비온,HMS Albion,轻航,Light Carrier,皇家,Royal Navy,
206081,忒修斯,Theseus,シーシュース,忒修斯,테세우스,HMS Theseus,轻航,Light Carrier,皇家,Royal Navy,
207011,鹰,Eagle,イーグル,鷹,이글,HMS Eagle,正航,Aircraft Carrier,皇家,Royal Navy,
207021,皇家方舟,Ark Royal,アーク・ロイヤル,皇家方舟,아크 로열,HMS Ark Royal,正航,Aircraft Carrier,皇家,Royal Navy,
207031,光辉,Illustrious,イラストリアス,光輝,일러스트리어스,HMS Illustrious,正航,Aircraft Carrier,皇家,Royal Navy,
207041,胜利,Victorious,ヴィクトリアス,勝利,빅토리어스,HMS Victorious,正航,Aircraft Carrier,皇家,Royal Navy,
207051,可畏,Formidable,フォーミダブル,可畏,포미더블,HMS Formidable,正航,Aircraft Carrier,皇家,Royal Navy,
207061,光荣,Glorious,グロリアス,光榮,글로리어스,HMS Glorious,正航,Aircraft Carrier,皇家,Royal Navy,
207071,怨仇,Implacable,インプラカブル,怨仇,임플래커블,HMS Implacable,正航,Aircraft Carrier,皇家,Royal Navy,
207091,小光辉,Little Illustrious,リトル・イラストリアス,小光輝,꼬마 일러스트리어스,HMS Illustrious,正航,Aircraft Carrier,皇家,Royal Navy,
207111,光辉(μ兵装),Illustrious μ,イラストリアス(μ兵装),光輝(μ兵裝),일러스트리어스(μ장비),HMS Illustrious,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装
207121,不挠,Indomitable,インドミタブル,不撓,인도미터블,HMS Indomitable,正航,Aircraft Carrier,皇家,Royal Navy,
207131,小可畏,Little Formidable,リトル・フォーミダブル,小可畏,꼬마 포미더블,HMS Formidable,正航,Aircraft Carrier,皇家,Royal Navy,
207141,可畏(μ兵装),Formidable μ,フォーミダブル(μ兵装),可畏(μ兵裝),포미더블(μ장비),HMS Formidable,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装
213011,黑暗界,Erebus,エレバス,黑暗界,에레버스,HMS Erebus,重炮,Monitor,皇家,Royal Navy,
213021,恐怖,Terror,テラー,恐怖,테러,HMS Terror,重炮,Monitor,皇家,Royal Navy,
213041,阿贝克隆比,Abercrombie,アバークロンビー,阿貝克隆比,애버크롬비,HMS Abercrombie,重炮,Monitor,皇家,Royal Navy,
299011,海王星,Neptune,ネプチューン,海王星,넵튠,HMS Neptune,轻巡,Light Cruiser,皇家,Royal Navy,
299021,君主,Monarch,モナーク,君主,모나크,HMS Monarch,战列,Battleship,皇家,Royal Navy,
299031,柴郡,Cheshire,チェシャー,柴郡,체셔,HMS Cheshire,重巡,Heavy Cruiser,皇家,Royal Navy,
299041,德雷克,Drake,ドレイク,德雷克,드레이크,HMS Drake,重巡,Heavy Cruiser,皇家,Royal Navy,
299051,普利茅斯,Plymouth,プリマス,普利茅斯,플리머스,HMS Plymouth,轻巡,Light Cruiser,皇家,Royal Navy,
301011,吹雪,Fubuki,吹雪,吹雪,후부키,IJN Fubuki,驱逐,Destroyer,重樱,Sakura Empire,
301021,白雪,Shirayuki,白雪,白雪,시라유키,IJN Shirayuki,驱逐,Destroyer,重樱,Sakura Empire,
301041,深雪,Miyuki,深雪,深雪,미유키,IJN Miyuki,驱逐,Destroyer,重樱,Sakura Empire,
301051,绫波,Ayanami,綾波,綾波,아야나미,IJN Ayanami,驱逐,Destroyer,重樱,Sakura Empire,
301091,晓,Akatsuki,暁,曉,아카츠키,IJN Akatsuki,驱逐,Destroyer,重樱,Sakura Empire,
301101,响,Hibiki,響,響,히비키,IJN Hibiki,驱逐,Destroyer,重樱,Sakura Empire,
301111,雷,Ikazuchi,雷,雷,이카즈치,IJN Ikazuchi,驱逐,Destroyer,重樱,Sakura Empire,
301121,电,Inazuma,電,電,이나즈마,IJN Inazuma,驱逐,Destroyer,重樱,Sakura Empire,
301131,白露,Shiratsuyu,白露,白露,시라츠유,IJN Shiratsuyu,驱逐,Destroyer,重樱,Sakura Empire,
301141,夕立,Yuudachi,夕立,夕立,유다치,IJN Yūdachi,驱逐,Destroyer,重樱,Sakura Empire,
301151,时雨,Shigure,時雨,時雨,시구레,IJN Shigure,驱逐,Destroyer,重樱,Sakura Empire,
301161,雪风,Yukikaze,雪風,雪風,유키카제,IJN Yukikaze,驱逐,Destroyer,重樱,Sakura Empire,
301171,阳炎,Kagerou,陽炎,陽炎,카게로,IJN Kagerō,驱逐,Destroyer,重樱,Sakura Empire,
301181,不知火,Shiranui,不知火,不知火,시라누이,IJN Shiranui,驱逐,Destroyer,重樱,Sakura Empire,
301201,野分,Nowaki,野分,野分,노와키,IJN Nowaki,驱逐,Destroyer,重樱,Sakura Empire,
301211,初春,Hatsuharu,初春,初春,하츠하루,IJN Hatsuharu,驱逐,Destroyer,重樱,Sakura Empire,
301231,若叶,Wakaba,若葉,若葉,와카바,IJN Wakaba,驱逐,Destroyer,重樱,Sakura Empire,
301241,初霜,Hatsushimo,初霜,初霜,하츠시모,IJN Hatsushimo,驱逐,Destroyer,重樱,Sakura Empire,
301251,有明,Ariake,有明,有明,아리아케,IJN Ariake,驱逐,Destroyer,重樱,Sakura Empire,
301261,夕暮,Yuugure,夕暮,夕暮,유구레,IJN Yūgure,驱逐,Destroyer,重樱,Sakura Empire,
301271,黑潮,Kuroshio,黒潮,黑潮,쿠로시오,IJN Kuroshio,驱逐,Destroyer,重樱,Sakura Empire,
301281,亲潮,Oyashio,親潮,親潮,오야시오,IJN Oyashio,驱逐,Destroyer,重樱,Sakura Empire,
301291,岛风,Shimakaze,島風,島風,시마카제,IJN Shimakaze,驱逐,Destroyer,重樱,Sakura Empire,
301301,神风,Kamikaze,神風,神風,카미카제,IJN Kamikaze,驱逐,Destroyer,重樱,Sakura Empire,
301311,松风,Matsukaze,松風,松風,마츠카제,IJN Matsukaze,驱逐,Destroyer,重樱,Sakura Empire,
301321,睦月,Mutsuki,睦月,睦月,무츠키,IJN Mutsuki,驱逐,Destroyer,重樱,Sakura Empire,
301331,如月,Kisaragi,如月,如月,키사라기,IJN Kisaragi,驱逐,Destroyer,重樱,Sakura Empire,
301351,卯月,Uzuki,卯月,卯月,우즈키,IJN Uzuki,驱逐,Destroyer,重樱,Sakura Empire,
301371,水无月,Minazuki,水無月,水無月,미나즈키,IJN Minazuki,驱逐,Destroyer,重樱,Sakura Empire,
301381,文月,Fumizuki,文月,文月,후미즈키,IJN Fumizuki,驱逐,Destroyer,重樱,Sakura Empire,
301391,长月,Nagatsuki,長月,長月,나가츠키,IJN Nagatsuki,驱逐,Destroyer,重樱,Sakura Empire,
301411,三日月,Mikazuki,三日月,三日月,미카즈키,IJN Mikazuki,驱逐,Destroyer,重樱,Sakura Empire,
301471,海风,Umikaze,海風,海風,우미카제,IJN Umikaze,驱逐,Destroyer,重樱,Sakura Empire,
301481,山风,Yamakaze,山風,山風,야마카제,IJN Yamakaze,驱逐,Destroyer,重樱,Sakura Empire,
301491,江风,Kawakaze,江風,江風,카와카제,IJN Kawakaze,驱逐,Destroyer,重樱,Sakura Empire,
301534,霞.改,Kasumi Retrofit,霞改,霞.改,카스미·改,IJN Kasumi,驱逐,Destroyer,重樱,Sakura Empire,
301541,清波,Kiyonami,清波,清波,키요나미,IJN Kiyonami,驱逐,Destroyer,重樱,Sakura Empire,
301561,新月,Niizuki,新月,新月,니이즈키,IJN Niizuki,驱逐,Destroyer,重樱,Sakura Empire,
301571,春月,Harutsuki,春月,春月,하루츠키,IJN Harutsuki,驱逐,Destroyer,重樱,Sakura Empire,
301581,宵月,Yoizuki,宵月,宵月,요이즈키,IJN Yoizuki,驱逐,Destroyer,重樱,Sakura Empire,
301591,浦风,Urakaze,浦風,浦風,우라카제,IJN Urakaze,驱逐,Destroyer,重樱,Sakura Empire,
301601,矶风,Isokaze,磯風,磯風,이소카제,IJN Isokaze,驱逐,Destroyer,重樱,Sakura Empire,
301611,滨风,Hamakaze,浜風,濱風,하마카제,IJN Hamakaze,驱逐,Destroyer,重樱,Sakura Empire,
301621,谷风,Tanikaze,谷風,谷風,타니카제,IJN Tanikaze,驱逐,Destroyer,重樱,Sakura Empire,
301631,朝潮,Asashio,朝潮,朝潮,아사시오,IJN Asashio,驱逐,Destroyer,重樱,Sakura Empire,
301641,大潮,Ooshio,大潮,大潮,오오시오,IJN Ōshio,驱逐,Destroyer,重樱,Sakura Empire,
301651,满潮,Michishio,満潮,滿潮,미치시오,IJN Michishio,驱逐,Destroyer,重樱,Sakura Empire,
301661,荒潮,Arashio,荒潮,荒潮,아라시오,IJN Arashio,驱逐,Destroyer,重樱,Sakura Empire,
301721,浦波,Uranami,浦波,浦波,우라나미,IJN Uranami,驱逐,Destroyer,重樱,Sakura Empire,
301791,旗风,Hatakaze,旗風,旗風,하타카제,IJN Hatakaze,驱逐,Destroyer,重樱,Sakura Empire,
301801,卷波,Makinami,巻波,卷波,마키나미,IJN Makinami,驱逐,Destroyer,重樱,Sakura Empire,
301821,花月,Hanazuki,花月,花月,하나즈키,IJN Hanazuki,驱逐,Destroyer,重樱,Sakura Empire,
301831,长波,Naganami,長波,長波,나가나미,IJN Naganami,驱逐,Destroyer,重樱,Sakura Empire,
301841,凉月,Suzutsuki,涼月,涼月,스즈츠키,IJN Suzutsuki,驱逐,Destroyer,重樱,Sakura Empire,
301851,追风,Oite,追風,追風,오이테,IJN Oite,驱逐,Destroyer,重樱,Sakura Empire,
301861,风云,Kazagumo,風雲,風雲,카자구모,IJN Kazagumo,驱逐,Destroyer,重樱,Sakura Empire,
301881,若月,Wakatsuki,若月,若月,와카츠키,IJN Wakatsuki,驱逐,Destroyer,重樱,Sakura Empire,
301891,初月,Hatsuzuki,初月,初月,하츠즈키,IJN Hatsuzuki,驱逐,Destroyer,重樱,Sakura Empire,
301901,朝凪,Asanagi,朝凪,朝凪,아사나기,IJN Asanagi,驱逐,Destroyer,重樱,Sakura Empire,
301911,凉波,Suzunami,涼波,涼波,스즈나미,IJN Suzunami,驱逐,Destroyer,重樱,Sakura Empire,
301921,妙风,Taekaze,妙風,妙風,타에카제,IJN Taekaze,驱逐,Destroyer,重樱,Sakura Empire,
301941,藤波,Fujinami,藤波,藤波,후지나미,IJN Fujinami,驱逐,Destroyer,重樱,Sakura Empire,
302011,夕张,Yuubari,夕張,夕張,유바리,IJN Yūbari,轻巡,Light Cruiser,重樱,Sakura Empire,
302041,长良,Nagara,長良,長良,나가라,IJN Nagara,轻巡,Light Cruiser,重樱,Sakura Empire,
302051,五十铃,Isuzu,五十鈴,五十鈴,이스즈,IJN Isuzu,轻巡,Light Cruiser,重樱,Sakura Empire,
302061,名取,Natori,名取,名取,나토리,IJN Natori,轻巡,Light Cruiser,重樱,Sakura Empire,
302071,由良,Yura,由良,由良,유라,IJN Yura,轻巡,Light Cruiser,重樱,Sakura Empire,
302081,鬼怒,Kinu,鬼怒,鬼怒,키누,IJN Kinu,轻巡,Light Cruiser,重樱,Sakura Empire,
302091,阿武隈,Abukuma,阿武隈,阿武隈,아부쿠마,IJN Abukuma,轻巡,Light Cruiser,重樱,Sakura Empire,
302101,最上,Mogami,最上,最上,모가미,IJN Mogami,轻巡,Light Cruiser,重樱,Sakura Empire,
302111,三隈,Mikuma,三隈,三隈,미쿠마,IJN Mikuma,轻巡,Light Cruiser,重樱,Sakura Empire,
302121,川内,Sendai,川内,川內,센다이,IJN Sendai,轻巡,Light Cruiser,重樱,Sakura Empire,
302131,神通,Jintsuu,神通,神通,진츠,IJN Jintsū,轻巡,Light Cruiser,重樱,Sakura Empire,
302141,那珂,Naka,那珂,那珂,나카,IJN Naka,轻巡,Light Cruiser,重樱,Sakura Empire,
302201,阿贺野,Agano,阿賀野,阿賀野,아가노,IJN Agano,轻巡,Light Cruiser,重樱,Sakura Empire,
302211,能代,Noshiro,能代,能代,노시로,IJN Noshiro,轻巡,Light Cruiser,重樱,Sakura Empire,
302231,酒匂,Sakawa,酒匂,酒匂,사카와,IJN Sakawa,轻巡,Light Cruiser,重樱,Sakura Empire,
302241,能代(μ兵装),Noshiro μ,能代(μ兵装),能代(μ兵裝),노시로(μ장비),IJN Noshiro,轻巡,Light Cruiser,重樱,Sakura Empire,μ兵装
302251,渡良濑,Watarase,渡良瀬,渡良瀨,와타라세,IJN Watarase,轻巡,Light Cruiser,重樱,Sakura Empire,
302261,绫濑,Ayase,綾瀬,綾瀨,아야세,IJN Ayase,轻巡,Light Cruiser,重樱,Sakura Empire,
302271,水无濑,Minase,水無瀬,水無瀨,미나세,IJN Minase,轻巡,Light Cruiser,重樱,Sakura Empire,
302281,木津,Kizu,木津,木津,키즈,IJN Kizu,轻巡,Light Cruiser,重樱,Sakura Empire,
302291,名寄,Nayoro,名寄,名寄,나요로,IJN Nayoro,轻巡,Light Cruiser,重樱,Sakura Empire,
303011,古鹰,Furutaka,古鷹,古鷹,후루타카,IJN Furutaka,重巡,Heavy Cruiser,重樱,Sakura Empire,
303021,加古,Kako,加古,加古,카코,IJN Kako,重巡,Heavy Cruiser,重樱,Sakura Empire,
303031,青叶,Aoba,青葉,青葉,아오바,IJN Aoba,重巡,Heavy Cruiser,重樱,Sakura Empire,
303041,衣笠,Kinugasa,衣笠,衣笠,키누가사,IJN Kinugasa,重巡,Heavy Cruiser,重樱,Sakura Empire,
303061,筑摩,Chikuma,筑摩,築摩,치쿠마,IJN Chikuma,重巡,Heavy Cruiser,重樱,Sakura Empire,
303071,妙高,Myoukou,妙高,妙高,묘코,IJN Myoukou,重巡,Heavy Cruiser,重樱,Sakura Empire,
303081,那智,Nachi,那智,那智,나치,IJN Nachi,重巡,Heavy Cruiser,重樱,Sakura Empire,
303091,足柄,Ashigara,足柄,足柄,아시가라,IJN Ashigara,重巡,Heavy Cruiser,重樱,Sakura Empire,
303101,羽黑,Haguro,羽黒,羽黑,하구로,IJN Haguro,重巡,Heavy Cruiser,重樱,Sakura Empire,
303111,高雄,Takao,高雄,高雄,타카오,IJN Takao,重巡,Heavy Cruiser,重樱,Sakura Empire,
303121,爱宕,Atago,愛宕,愛宕,아타고,IJN Atago,重巡,Heavy Cruiser,重樱,Sakura Empire,
303131,摩耶,Maya,摩耶,摩耶,마야,IJN Maya,重巡,Heavy Cruiser,重樱,Sakura Empire,
303141,鸟海,Choukai,鳥海,鳥海,초카이,IJN Choukai,重巡,Heavy Cruiser,重樱,Sakura Empire,
303171,铃谷,Suzuya,鈴谷,鈴谷,스즈야,IJN Suzuya,重巡,Heavy Cruiser,重樱,Sakura Empire,
303181,熊野,Kumano,熊野,熊野,쿠마노,IJN Kumano,重巡,Heavy Cruiser,重樱,Sakura Empire,
303191,云仙,Unzen,雲仙,雲仙,운젠,IJN Unzen,重巡,Heavy Cruiser,重樱,Sakura Empire,
303201,浅间,Asama,浅間,淺間,아사마,IJN Asama,重巡,Heavy Cruiser,重樱,Sakura Empire,
304011,金刚,Kongou,金剛,金剛,콘고,IJN Kongō,战巡,Battlecruiser,重樱,Sakura Empire,
304021,比叡,Hiei,比叡,比叡,히에이,IJN Hiei,战巡,Battlecruiser,重樱,Sakura Empire,
304031,榛名,Haruna,榛名,榛名,하루나,IJN Haruna,战巡,Battlecruiser,重樱,Sakura Empire,
304041,雾岛,Kirishima,霧島,霧島,키리시마,IJN Kirishima,战巡,Battlecruiser,重樱,Sakura Empire,
304051,天城,Amagi,天城,天城,아마기,IJN Amagi,战巡,Battlecruiser,重樱,Sakura Empire,
304061,小比叡,Hiei-chan,比叡ちゃん,小比叡,꼬마 히에이,IJN Hiei,战巡,Battlecruiser,重樱,Sakura Empire,
304071,小天城,Amagi-chan,天城ちゃん,小天城,꼬마 아마기,IJN Amagi,战巡,Battlecruiser,重樱,Sakura Empire,
304081,金刚(μ兵装),Kongou μ,金剛(μ兵装),金剛(μ兵裝),콘고(μ장비),IJN Kongō,战巡,Battlecruiser,重樱,Sakura Empire,μ兵装
305011,扶桑,Fusou,扶桑,扶桑,후소,IJN Fusou,战列,Battleship,重樱,Sakura Empire,
305021,山城,Yamashiro,山城,山城,야마시로,IJN Yamashiro,战列,Battleship,重樱,Sakura Empire,
305031,伊势,Ise,伊勢,伊勢,이세,IJN Ise,战列,Battleship,重樱,Sakura Empire,
305041,日向,Hyuuga,日向,日向,휴가,IJN Hyūga,战列,Battleship,重樱,Sakura Empire,
305051,长门,Nagato,長門,長門,나가토,IJN Nagato,战列,Battleship,重樱,Sakura Empire,
305061,陆奥,Mutsu,陸奥,陸奧,무츠,IJN Mutsu,战列,Battleship,重樱,Sakura Empire,
305071,加贺,Kaga(BB),加賀,加賀,카가,IJN Kaga,战列,Battleship,重樱,Sakura Empire,
305081,土佐,Tosa,土佐,土佐,토사,IJN Tosa,战列,Battleship,重樱,Sakura Empire,
305101,武藏,Musashi,武蔵,武藏,무사시,IJN Musashi,战列,Battleship,重樱,Sakura Empire,
305111,三笠,Mikasa,三笠,三笠,미카사,IJN Mikasa,战列,Battleship,重樱,Sakura Empire,
305121,纪伊,Kii,紀伊,紀伊,키이,IJN Kii,战列,Battleship,重樱,Sakura Empire,
305131,尾张,Owari,尾張,尾張,오와리,IJN Owari,战列,Battleship,重樱,Sakura Empire,
305141,骏河,Suruga,駿河,駿河,스루가,IJN Suruga,战列,Battleship,重樱,Sakura Empire,
305161,近江,Oumi,近江,近江,오미,IJN Oumi,战列,Battleship,重樱,Sakura Empire,
306011,飞鹰,Hiyou,飛鷹,飛鷹,히요,IJN Hiyou,轻航,Light Carrier,重樱,Sakura Empire,
306021,隼鹰,Junyou,隼鷹,隼鷹,준요,IJN Junyou,轻航,Light Carrier,重樱,Sakura Empire,
306031,凤翔,Houshou,鳳翔,鳳翔,호쇼,IJN Houshou,轻航,Light Carrier,重樱,Sakura Empire,
306041,瑞凤,Zuihou,瑞鳳,瑞鳳,즈이호,IJN Zuihō,轻航,Light Carrier,重樱,Sakura Empire,
306051,祥凤,Shouhou,祥鳳,祥鳳,쇼호,IJN Shouhou,轻航,Light Carrier,重樱,Sakura Empire,
306061,龙骧,Ryuujou,龍驤,龍驤,류조,IJN Ryuujou,轻航,Light Carrier,重樱,Sakura Empire,
306071,龙凤,Ryuuhou,龍鳳,龍鳳,류호,IJN Ryuuhou,轻航,Light Carrier,重樱,Sakura Empire,
306081,千岁,Chitose,千歳,千歲,치토세,IJN Chitose,轻航,Light Carrier,重樱,Sakura Empire,
306091,千代田,Chiyoda,千代田,千代田,치요다,IJN Chiyoda,轻航,Light Carrier,重樱,Sakura Empire,
307011,赤城,Akagi,赤城,赤城,아카기,IJN Akagi,正航,Aircraft Carrier,重樱,Sakura Empire,
307021,加贺,Kaga,加賀,加賀,카가,IJN Kaga,正航,Aircraft Carrier,重樱,Sakura Empire,
307031,苍龙,Souryuu,蒼龍,蒼龍,소류,IJN Souryuu,正航,Aircraft Carrier,重樱,Sakura Empire,
307041,飞龙,Hiryuu,飛龍,飛龍,히류,IJN Hiryuu,正航,Aircraft Carrier,重樱,Sakura Empire,
307051,翔鹤,Shoukaku,翔鶴,翔鶴,쇼카쿠,IJN Shoukaku,正航,Aircraft Carrier,重樱,Sakura Empire,
307061,瑞鹤,Zuikaku,瑞鶴,瑞鶴,즈이카쿠,IJN Zuikaku,正航,Aircraft Carrier,重樱,Sakura Empire,
307071,大凤,Taihou,大鳳,大鳳,다이호,IJN Taihou,正航,Aircraft Carrier,重樱,Sakura Empire,
307081,信浓,Shinano,信濃,信濃,시나노,IJN Shinano,正航,Aircraft Carrier,重樱,Sakura Empire,
307091,小赤城,Akagi-chan,赤城ちゃん,小赤城,꼬마 아카기,IJN Akagi,正航,Aircraft Carrier,重樱,Sakura Empire,
307101,赤城(μ兵装),Akagi μ,赤城(μ兵装),赤城(μ兵裝),아카기(μ장비),IJN Akagi,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装
307111,大凤(μ兵装),Taihou μ,大鳳(μ兵装),大鳳(μ兵裝),다이호(μ장비),IJN Taihou,正航,Aircraft Carrier,重樱,Sakura Empire,μ兵装
307121,葛城,Katsuragi,葛城,葛城,카츠라기,IJN Katsuragi,正航,Aircraft Carrier,重樱,Sakura Empire,
307131,小大凤,Taihou-chan,大鳳ちゃん,小大鳳,꼬마 다이호,IJN Taihō,正航,Aircraft Carrier,重樱,Sakura Empire,
307141,小信浓,Shinano-chan,信濃ちゃん,小信濃,꼬마 시나노,IJN Shinano,正航,Aircraft Carrier,重樱,Sakura Empire,
307151,天城,Amagi(CV),天城(空母),天城,아마기(항공모함),IJN Amagi,正航,Aircraft Carrier,重樱,Sakura Empire,
307161,白凤,Hakuhou,白鳳,白鳳,하쿠호,IJN Hakuhou,正航,Aircraft Carrier,重樱,Sakura Empire,
