source,target,tgt_lng,src_lng,name_code_id,kind,ship_type,ship_id,en,ja,zh_TW,wiki_note
Hiryuu,龙,zh-CN,en,94,ship,正航,307041,Hiryuu,飛龍,飛龍,
飛龍,龙,zh-CN,ja,94,ship,正航,307041,Hiryuu,飛龍,飛龍,
飛龍,龙,zh-CN,zh-TW,94,ship,正航,307041,Hiryuu,飛龍,飛龍,
히류,龙,zh-CN,ko,94,ship,正航,307041,Hiryuu,飛龍,飛龍,
翔鹤,鹬,zh-CN,zh-CN,95,ship,正航,307051,Shoukaku,翔鶴,翔鶴,
Shoukaku,鹬,zh-CN,en,95,ship,正航,307051,Shoukaku,翔鶴,翔鶴,
翔鶴,鹬,zh-CN,ja,95,ship,正航,307051,Shoukaku,翔鶴,翔鶴,
翔鶴,鹬,zh-CN,zh-TW,95,ship,正航,307051,Shoukaku,翔鶴,翔鶴,
쇼카쿠,鹬,zh-CN,ko,95,ship,正航,307051,Shoukaku,翔鶴,翔鶴,
瑞鹤,鹤,zh-CN,zh-CN,96,ship,正航,307061,Zuikaku,瑞鶴,瑞鶴,
Zuikaku,鹤,zh-CN,en,96,ship,正航,307061,Zuikaku,瑞鶴,瑞鶴,
瑞鶴,鹤,zh-CN,ja,96,ship,正航,307061,Zuikaku,瑞鶴,瑞鶴,
瑞鶴,鹤,zh-CN,zh-TW,96,ship,正航,307061,Zuikaku,瑞鶴,瑞鶴,
즈이카쿠,鹤,zh-CN,ko,96,ship,正航,307061,Zuikaku,瑞鶴,瑞鶴,
大凤,鹩,zh-CN,zh-CN,97,ship,正航,307071,Taihou,大鳳,大鳳,
Taihou,鹩,zh-CN,en,97,ship,正航,307071,Taihou,大鳳,大鳳,
大鳳,鹩,zh-CN,ja,97,ship,正航,307071,Taihou,大鳳,大鳳,
大鳳,鹩,zh-CN,zh-TW,97,ship,正航,307071,Taihou,大鳳,大鳳,
다이호,鹩,zh-CN,ko,97,ship,正航,307071,Taihou,大鳳,大鳳,
明石,茗,zh-CN,zh-CN,98,ship,维修,312011,Akashi,明石,明石,
Akashi,茗,zh-CN,en,98,ship,维修,312011,Akashi,明石,明石,
아카시,茗,zh-CN,ko,98,ship,维修,312011,Akashi,明石,明石,
IJN,SIN,zh-CN,zh-CN,99,ship,,,,,,
千岁,鹂,zh-CN,zh-CN,103,ship,轻航,306081,Chitose,千歳,千歲,
Chitose,鹂,zh-CN,en,103,ship,轻航,306081,Chitose,千歳,千歲,
千歳,鹂,zh-CN,ja,103,ship,轻航,306081,Chitose,千歳,千歲,
千歲,鹂,zh-CN,zh-TW,103,ship,轻航,306081,Chitose,千歳,千歲,
치토세,鹂,zh-CN,ko,103,ship,轻航,306081,Chitose,千歳,千歲,
千代田,鹃,zh-CN,zh-CN,104,ship,轻航,306091,Chiyoda,千代田,千代田,
Chiyoda,鹃,zh-CN,en,104,ship,轻航,306091,Chiyoda,千代田,千代田,
치요다,鹃,zh-CN,ko,104,ship,轻航,306091,Chiyoda,千代田,千代田,
吹雪级量产型,桐级量产型,zh-CN,zh-CN,105,ship,,,,,,
白露级量产型,梿级量产型,zh-CN,zh-CN,106,ship,,,,,,
阳炎级量产型,萩级量产型,zh-CN,zh-CN,107,ship,,,,,,
夕云级量产型,茭级量产型,zh-CN,zh-CN,108,ship,,,,,,
睦月级量产型,松级量产型,zh-CN,zh-CN,109,ship,,,,,,
长良级量产型,貊级量产型,zh-CN,zh-CN,110,ship,,,,,,
川内级量产型,貆级量产型,zh-CN,zh-CN,111,ship,,,,,,
五十铃量产型,貉量产型,zh-CN,zh-CN,112,ship,,,,,,
古鹰级量产型,狼级量产型,zh-CN,zh-CN,113,ship,,,,,,
青叶级量产型,犹级量产型,zh-CN,zh-CN,114,ship,,,,,,
妙高级量产型,獌级量产型,zh-CN,zh-CN,115,ship,,,,,,
高雄级量产型,獒级量产型,zh-CN,zh-CN,116,ship,,,,,,
最上级量产型,猨级量产型,zh-CN,zh-CN,117,ship,,,,,,wiki: 猿级量产型
战舰·比叡,战舰·鲟,zh-CN,zh-CN,118,ship,,,,,,
战舰·雾岛,战舰·鳗,zh-CN,zh-CN,119,ship,,,,,,
空母·赤城,空母·凰,zh-CN,zh-CN,120,ship,,,,,,
空母·加贺,空母·鸾,zh-CN,zh-CN,121,ship,,,,,,
初风,菙,zh-CN,zh-CN,122,ship,,,,,,
球磨级量产型,熊级量产型,zh-CN,zh-CN,123,ship,,,,,,
神风,榊,zh-CN,zh-CN,124,ship,驱逐,301301,Kamikaze,神風,神風,
Kamikaze,榊,zh-CN,en,124,ship,驱逐,301301,Kamikaze,神風,神風,
神風,榊,zh-CN,ja,124,ship,驱逐,301301,Kamikaze,神風,神風,
神風,榊,zh-CN,zh-TW,124,ship,驱逐,301301,Kamikaze,神風,神風,
카미카제,榊,zh-CN,ko,124,ship,驱逐,301301,Kamikaze,神風,神風,
新月,枥,zh-CN,zh-CN,125,ship,驱逐,201091,Crescent,クレセント,新月,
Crescent,枥,zh-CN,en,125,ship,驱逐,201091,Crescent,クレセント,新月,
クレセント,枥,zh-CN,ja,125,ship,驱逐,201091,Crescent,クレセント,新月,
크레센트,枥,zh-CN,ko,125,ship,驱逐,201091,Crescent,クレセント,新月,
三日月,檧,zh-CN,zh-CN,126,ship,驱逐,301411,Mikazuki,三日月,三日月,
Mikazuki,檧,zh-CN,en,126,ship,驱逐,301411,Mikazuki,三日月,三日月,
미카즈키,檧,zh-CN,ko,126,ship,驱逐,301411,Mikazuki,三日月,三日月,
谷风,栭,zh-CN,zh-CN,127,ship,驱逐,301621,Tanikaze,谷風,谷風,
Tanikaze,栭,zh-CN,en,127,ship,驱逐,301621,Tanikaze,谷風,谷風,
谷風,栭,zh-CN,ja,127,ship,驱逐,301621,Tanikaze,谷風,谷風,
谷風,栭,zh-CN,zh-TW,127,ship,驱逐,301621,Tanikaze,谷風,谷風,
타니카제,栭,zh-CN,ko,127,ship,驱逐,301621,Tanikaze,谷風,谷風,
滨风,樇,zh-CN,zh-CN,128,ship,驱逐,301611,Hamakaze,浜風,濱風,
Hamakaze,樇,zh-CN,en,128,ship,驱逐,301611,Hamakaze,浜風,濱風,
浜風,樇,zh-CN,ja,128,ship,驱逐,301611,Hamakaze,浜風,濱風,
濱風,樇,zh-CN,zh-TW,128,ship,驱逐,301611,Hamakaze,浜風,濱風,
하마카제,樇,zh-CN,ko,128,ship,驱逐,301611,Hamakaze,浜風,濱風,
初霜,檨,zh-CN,zh-CN,129,ship,驱逐,301241,Hatsushimo,初霜,初霜,
Hatsushimo,檨,zh-CN,en,129,ship,驱逐,301241,Hatsushimo,初霜,初霜,
하츠시모,檨,zh-CN,ko,129,ship,驱逐,301241,Hatsushimo,初霜,初霜,
舞风,蒠,zh-CN,zh-CN,130,ship,,,,,,
萩风,莵,zh-CN,zh-CN,131,ship,,,,,,
山城改,鲼.改,zh-CN,zh-CN,132,ship,战列,305021,Yamashiro,山城,山城,
水无月,杌,zh-CN,zh-CN,133,ship,驱逐,301371,Minazuki,水無月,水無月,
Minazuki,杌,zh-CN,en,133,ship,驱逐,301371,Minazuki,水無月,水無月,
水無月,杌,zh-CN,ja,133,ship,驱逐,301371,Minazuki,水無月,水無月,
水無月,杌,zh-CN,zh-TW,133,ship,驱逐,301371,Minazuki,水無月,水無月,
미나즈키,杌,zh-CN,ko,133,ship,驱逐,301371,Minazuki,水無月,水無月,
松风,棡,zh-CN,zh-CN,134,ship,驱逐,301311,Matsukaze,松風,松風,wiki: 㭎
Matsukaze,棡,zh-CN,en,134,ship,驱逐,301311,Matsukaze,松風,松風,wiki: 㭎
松風,棡,zh-CN,ja,134,ship,驱逐,301311,Matsukaze,松風,松風,wiki: 㭎
松風,棡,zh-CN,zh-TW,134,ship,驱逐,301311,Matsukaze,松風,松風,wiki: 㭎
마츠카제,棡,zh-CN,ko,134,ship,驱逐,301311,Matsukaze,松風,松風,wiki: 㭎
亲潮,藮,zh-CN,zh-CN,135,ship,驱逐,301281,Oyashio,親潮,親潮,
Oyashio,藮,zh-CN,en,135,ship,驱逐,301281,Oyashio,親潮,親潮,
親潮,藮,zh-CN,ja,135,ship,驱逐,301281,Oyashio,親潮,親潮,
親潮,藮,zh-CN,zh-TW,135,ship,驱逐,301281,Oyashio,親潮,親潮,
오야시오,藮,zh-CN,ko,135,ship,驱逐,301281,Oyashio,親潮,親潮,
敷岛,鲙,zh-CN,zh-CN,136,ship,,,,,,
卯月,楙,zh-CN,zh-CN,137,ship,驱逐,301351,Uzuki,卯月,卯月,
Uzuki,楙,zh-CN,en,137,ship,驱逐,301351,Uzuki,卯月,卯月,
우즈키,楙,zh-CN,ko,137,ship,驱逐,301351,Uzuki,卯月,卯月,
朝风,櫂,zh-CN,zh-CN,138,ship,,,,,,
春风,橪,zh-CN,zh-CN,139,ship,,,,,,
旗风,樋,zh-CN,zh-CN,140,ship,驱逐,301791,Hatakaze,旗風,旗風,
Hatakaze,樋,zh-CN,en,140,ship,驱逐,301791,Hatakaze,旗風,旗風,
旗風,樋,zh-CN,ja,140,ship,驱逐,301791,Hatakaze,旗風,旗風,
旗風,樋,zh-CN,zh-TW,140,ship,驱逐,301791,Hatakaze,旗風,旗風,
하타카제,樋,zh-CN,ko,140,ship,驱逐,301791,Hatakaze,旗風,旗風,
若叶,楉,zh-CN,zh-CN,141,ship,驱逐,301231,Wakaba,若葉,若葉,
Wakaba,楉,zh-CN,en,141,ship,驱逐,301231,Wakaba,若葉,若葉,
若葉,楉,zh-CN,ja,141,ship,驱逐,301231,Wakaba,若葉,若葉,
若葉,楉,zh-CN,zh-TW,141,ship,驱逐,301231,Wakaba,若葉,若葉,
와카바,楉,zh-CN,ko,141,ship,驱逐,301231,Wakaba,若葉,若葉,
浦风,槆,zh-CN,zh-CN,142,ship,驱逐,301591,Urakaze,浦風,浦風,
Urakaze,槆,zh-CN,en,142,ship,驱逐,301591,Urakaze,浦風,浦風,
浦風,槆,zh-CN,ja,142,ship,驱逐,301591,Urakaze,浦風,浦風,
浦風,槆,zh-CN,zh-TW,142,ship,驱逐,301591,Urakaze,浦風,浦風,
우라카제,槆,zh-CN,ko,142,ship,驱逐,301591,Urakaze,浦風,浦風,
矶风,柉,zh-CN,zh-CN,143,ship,驱逐,301601,Isokaze,磯風,磯風,
Isokaze,柉,zh-CN,en,143,ship,驱逐,301601,Isokaze,磯風,磯風,
磯風,柉,zh-CN,ja,143,ship,驱逐,301601,Isokaze,磯風,磯風,
磯風,柉,zh-CN,zh-TW,143,ship,驱逐,301601,Isokaze,磯風,磯風,
이소카제,柉,zh-CN,ko,143,ship,驱逐,301601,Isokaze,磯風,磯風,
足柄,狳,zh-CN,zh-CN,144,ship,重巡,303091,Ashigara,足柄,足柄,
Ashigara,狳,zh-CN,en,144,ship,重巡,303091,Ashigara,足柄,足柄,
아시가라,狳,zh-CN,ko,144,ship,重巡,303091,Ashigara,足柄,足柄,
朝潮,棹,zh-CN,zh-CN,145,ship,驱逐,301631,Asashio,朝潮,朝潮,
Asashio,棹,zh-CN,en,145,ship,驱逐,301631,Asashio,朝潮,朝潮,
아사시오,棹,zh-CN,ko,145,ship,驱逐,301631,Asashio,朝潮,朝潮,
大潮,荙,zh-CN,zh-CN,146,ship,驱逐,301641,Ooshio,大潮,大潮,
Ooshio,荙,zh-CN,en,146,ship,驱逐,301641,Ooshio,大潮,大潮,
오오시오,荙,zh-CN,ko,146,ship,驱逐,301641,Ooshio,大潮,大潮,
满潮,樠,zh-CN,zh-CN,147,ship,驱逐,301651,Michishio,満潮,滿潮,
Michishio,樠,zh-CN,en,147,ship,驱逐,301651,Michishio,満潮,滿潮,
満潮,樠,zh-CN,ja,147,ship,驱逐,301651,Michishio,満潮,滿潮,
滿潮,樠,zh-CN,zh-TW,147,ship,驱逐,301651,Michishio,満潮,滿潮,
미치시오,樠,zh-CN,ko,147,ship,驱逐,301651,Michishio,満潮,滿潮,
荒潮,栘,zh-CN,zh-CN,148,ship,驱逐,301661,Arashio,荒潮,荒潮,
Arashio,栘,zh-CN,en,148,ship,驱逐,301661,Arashio,荒潮,荒潮,
아라시오,栘,zh-CN,ko,148,ship,驱逐,301661,Arashio,荒潮,荒潮,
凉风,莨,zh-CN,zh-CN,149,ship,,,,,,
海风,菪,zh-CN,zh-CN,150,ship,驱逐,301471,Umikaze,海風,海風,
Umikaze,菪,zh-CN,en,150,ship,驱逐,301471,Umikaze,海風,海風,
海風,菪,zh-CN,ja,150,ship,驱逐,301471,Umikaze,海風,海風,
海風,菪,zh-CN,zh-TW,150,ship,驱逐,301471,Umikaze,海風,海風,
우미카제,菪,zh-CN,ko,150,ship,驱逐,301471,Umikaze,海風,海風,
出云,侌,zh-CN,zh-CN,151,ship,战列,399021,Izumo,出雲,出雲,
Izumo,侌,zh-CN,en,151,ship,战列,399021,Izumo,出雲,出雲,
出雲,侌,zh-CN,ja,151,ship,战列,399021,Izumo,出雲,出雲,
出雲,侌,zh-CN,zh-TW,151,ship,战列,399021,Izumo,出雲,出雲,
이즈모,侌,zh-CN,ko,151,ship,战列,399021,Izumo,出雲,出雲,
伊吹,峦,zh-CN,zh-CN,152,ship,重巡,399011,Ibuki,伊吹,伊吹,
Ibuki,峦,zh-CN,en,152,ship,重巡,399011,Ibuki,伊吹,伊吹,
이부키,峦,zh-CN,ko,152,ship,重巡,399011,Ibuki,伊吹,伊吹,
夕凪,枳,zh-CN,zh-CN,153,ship,,,,,,
伊19,衣玖,zh-CN,zh-CN,154,ship,潜艇,308011,I-19,伊19,伊19,
I-19,衣玖,zh-CN,en,154,ship,潜艇,308011,I-19,伊19,伊19,
이19,衣玖,zh-CN,ko,154,ship,潜艇,308011,I-19,伊19,伊19,
伊26,双叶梦,zh-CN,zh-CN,155,ship,潜艇,308021,I-26,伊26,伊26,
I-26,双叶梦,zh-CN,en,155,ship,潜艇,308021,I-26,伊26,伊26,
이26,双叶梦,zh-CN,ko,155,ship,潜艇,308021,I-26,伊26,伊26,
伊58,冴矢,zh-CN,zh-CN,156,ship,潜艇,308031,I-58,伊58,伊58,
I-58,冴矢,zh-CN,en,156,ship,潜艇,308031,I-58,伊58,伊58,
이58,冴矢,zh-CN,ko,156,ship,潜艇,308031,I-58,伊58,伊58,
春月,桸,zh-CN,zh-CN,157,ship,驱逐,301571,Harutsuki,春月,春月,
Harutsuki,桸,zh-CN,en,157,ship,驱逐,301571,Harutsuki,春月,春月,
하루츠키,桸,zh-CN,ko,157,ship,驱逐,301571,Harutsuki,春月,春月,
江风,茳,zh-CN,zh-CN,158,ship,驱逐,301491,Kawakaze,江風,江風,
Kawakaze,茳,zh-CN,en,158,ship,驱逐,301491,Kawakaze,江風,江風,
江風,茳,zh-CN,ja,158,ship,驱逐,301491,Kawakaze,江風,江風,
江風,茳,zh-CN,zh-TW,158,ship,驱逐,301491,Kawakaze,江風,江風,
카와카제,茳,zh-CN,ko,158,ship,驱逐,301491,Kawakaze,江風,江風,
文月,橗,zh-CN,zh-CN,159,ship,驱逐,301381,Fumizuki,文月,文月,
Fumizuki,橗,zh-CN,en,159,ship,驱逐,301381,Fumizuki,文月,文月,
후미즈키,橗,zh-CN,ko,159,ship,驱逐,301381,Fumizuki,文月,文月,
长月,枨,zh-CN,zh-CN,160,ship,驱逐,301391,Nagatsuki,長月,長月,
Nagatsuki,枨,zh-CN,en,160,ship,驱逐,301391,Nagatsuki,長月,長月,
長月,枨,zh-CN,ja,160,ship,驱逐,301391,Nagatsuki,長月,長月,
長月,枨,zh-CN,zh-TW,160,ship,驱逐,301391,Nagatsuki,長月,長月,
나가츠키,枨,zh-CN,ko,160,ship,驱逐,301391,Nagatsuki,長月,長月,
天城,鳐,zh-CN,zh-CN,161,ship,战巡,304051,Amagi,天城,天城,
Amagi,鳐,zh-CN,en,161,ship,战巡,304051,Amagi,天城,天城,
아마기,鳐,zh-CN,ko,161,ship,战巡,304051,Amagi,天城,天城,
卷波,棬,zh-CN,zh-CN,162,ship,驱逐,301801,Makinami,巻波,卷波,
Makinami,棬,zh-CN,en,162,ship,驱逐,301801,Makinami,巻波,卷波,
巻波,棬,zh-CN,ja,162,ship,驱逐,301801,Makinami,巻波,卷波,
마키나미,棬,zh-CN,ko,162,ship,驱逐,301801,Makinami,巻波,卷波,
伊13,十纱,zh-CN,zh-CN,163,ship,潜母,317011,I-13,伊13,伊13,
I-13,十纱,zh-CN,en,163,ship,潜母,317011,I-13,伊13,伊13,
이13,十纱,zh-CN,ko,163,ship,潜母,317011,I-13,伊13,伊13,
北风,苝,zh-CN,zh-CN,164,ship,驱逐,399031,Kitakaze,北風,北風,
Kitakaze,苝,zh-CN,en,164,ship,驱逐,399031,Kitakaze,北風,北風,
北風,苝,zh-CN,ja,164,ship,驱逐,399031,Kitakaze,北風,北風,
北風,苝,zh-CN,zh-TW,164,ship,驱逐,399031,Kitakaze,北風,北風,
키타카제,苝,zh-CN,ko,164,ship,驱逐,399031,Kitakaze,北風,北風,
吾妻,猉,zh-CN,zh-CN,165,ship,超巡,399041,Azuma,吾妻,吾妻,
Azuma,猉,zh-CN,en,165,ship,超巡,399041,Azuma,吾妻,吾妻,
아즈마,猉,zh-CN,ko,165,ship,超巡,399041,Azuma,吾妻,吾妻,
特II型绫波,特II型柚,zh-CN,zh-CN,166,ship,,,,,,
特I型吹雪,特I型桐,zh-CN,zh-CN,167,ship,,,,,,
特III型晓,特III型枫,zh-CN,zh-CN,168,ship,,,,,,
小比叡,小鲟,zh-CN,zh-CN,169,ship,战巡,304061,Hiei-chan,比叡ちゃん,小比叡,
Hiei-chan,小鲟,zh-CN,en,169,ship,战巡,304061,Hiei-chan,比叡ちゃん,小比叡,
比叡ちゃん,小鲟,zh-CN,ja,169,ship,战巡,304061,Hiei-chan,比叡ちゃん,小比叡,
꼬마 히에이,小鲟,zh-CN,ko,169,ship,战巡,304061,Hiei-chan,比叡ちゃん,小比叡,
小赤城,小凰,zh-CN,zh-CN,170,ship,正航,307091,Akagi-chan,赤城ちゃん,小赤城,
Akagi-chan,小凰,zh-CN,en,170,ship,正航,307091,Akagi-chan,赤城ちゃん,小赤城,
赤城ちゃん,小凰,zh-CN,ja,170,ship,正航,307091,Akagi-chan,赤城ちゃん,小赤城,
꼬마 아카기,小凰,zh-CN,ko,170,ship,正航,307091,Akagi-chan,赤城ちゃん,小赤城,
阳炎级量产型.verAI,萩级量产型.verAI,zh-CN,zh-CN,171,ship,,,,,,
妙高级量产型.verAI,獌级量产型.verAI,zh-CN,zh-CN,172,ship,,,,,,
扶桑级量产型.verAI,魟量产型.verAI,zh-CN,zh-CN,173,ship,,,,,,wiki: 𫚉量产型.verAI
清波,棈,zh-CN,zh-CN,174,ship,驱逐,301541,Kiyonami,清波,清波,
Kiyonami,棈,zh-CN,en,174,ship,驱逐,301541,Kiyonami,清波,清波,
키요나미,棈,zh-CN,ko,174,ship,驱逐,301541,Kiyonami,清波,清波,
骏河,鲪,zh-CN,zh-CN,175,ship,战列,305141,Suruga,駿河,駿河,
Suruga,鲪,zh-CN,en,175,ship,战列,305141,Suruga,駿河,駿河,
駿河,鲪,zh-CN,ja,175,ship,战列,305141,Suruga,駿河,駿河,
駿河,鲪,zh-CN,zh-TW,175,ship,战列,305141,Suruga,駿河,駿河,
스루가,鲪,zh-CN,ko,175,ship,战列,305141,Suruga,駿河,駿河,
赤城(μ兵装),凰(μ兵装),zh-CN,zh-CN,176,ship,正航,307101,Akagi μ,赤城(μ兵装),赤城(μ兵裝),
Akagi μ,凰(μ兵装),zh-CN,en,176,ship,正航,307101,Akagi μ,赤城(μ兵装),赤城(μ兵裝),
赤城(μ兵裝),凰(μ兵装),zh-CN,zh-TW,176,ship,正航,307101,Akagi μ,赤城(μ兵装),赤城(μ兵裝),
아카기(μ장비),凰(μ兵装),zh-CN,ko,176,ship,正航,307101,Akagi μ,赤城(μ兵装),赤城(μ兵裝),
伊势级量产型,鳌级量产型,zh-CN,zh-CN,177,ship,,,,,,
扶桑级量产型,魟级量产型,zh-CN,zh-CN,178,ship,,,,,,wiki: 𫚉级量产型
龙凤,鸗,zh-CN,zh-CN,179,ship,轻航,306071,Ryuuhou,龍鳳,龍鳳,
Ryuuhou,鸗,zh-CN,en,179,ship,轻航,306071,Ryuuhou,龍鳳,龍鳳,
龍鳳,鸗,zh-CN,ja,179,ship,轻航,306071,Ryuuhou,龍鳳,龍鳳,
龍鳳,鸗,zh-CN,zh-TW,179,ship,轻航,306071,Ryuuhou,龍鳳,龍鳳,
류호,鸗,zh-CN,ko,179,ship,轻航,306071,Ryuuhou,龍鳳,龍鳳,
霞,蕸,zh-CN,zh-CN,180,ship,重巡,10600031,Kasumi,かすみ,霞,
Kasumi,蕸,zh-CN,en,180,ship,重巡,10600031,Kasumi,かすみ,霞,
かすみ,蕸,zh-CN,ja,180,ship,重巡,10600031,Kasumi,かすみ,霞,
카스미,蕸,zh-CN,ko,180,ship,重巡,10600031,Kasumi,かすみ,霞,
鬼怒,猤,zh-CN,zh-CN,181,ship,轻巡,302081,Kinu,鬼怒,鬼怒,
Kinu,猤,zh-CN,en,181,ship,轻巡,302081,Kinu,鬼怒,鬼怒,
키누,猤,zh-CN,ko,181,ship,轻巡,302081,Kinu,鬼怒,鬼怒,
信浓,鵗,zh-CN,zh-CN,182,ship,正航,307081,Shinano,信濃,信濃,
Shinano,鵗,zh-CN,en,182,ship,正航,307081,Shinano,信濃,信濃,
信濃,鵗,zh-CN,ja,182,ship,正航,307081,Shinano,信濃,信濃,
信濃,鵗,zh-CN,zh-TW,182,ship,正航,307081,Shinano,信濃,信濃,
시나노,鵗,zh-CN,ko,182,ship,正航,307081,Shinano,信濃,信濃,
大鲸,迖,zh-CN,zh-CN,183,ship,,,,,,
浦波,朴,zh-CN,zh-CN,184,ship,驱逐,301721,Uranami,浦波,浦波,
Uranami,朴,zh-CN,en,184,ship,驱逐,301721,Uranami,浦波,浦波,
우라나미,朴,zh-CN,ko,184,ship,驱逐,301721,Uranami,浦波,浦波,
长波,苌,zh-CN,zh-CN,185,ship,驱逐,301831,Naganami,長波,長波,
Naganami,苌,zh-CN,en,185,ship,驱逐,301831,Naganami,長波,長波,
長波,苌,zh-CN,ja,185,ship,驱逐,301831,Naganami,長波,長波,
長波,苌,zh-CN,zh-TW,185,ship,驱逐,301831,Naganami,長波,長波,
나가나미,苌,zh-CN,ko,185,ship,驱逐,301831,Naganami,長波,長波,
冬月,㮔,zh-CN,zh-CN,186,ship,,,,,,
满月,槾,zh-CN,zh-CN,187,ship,,,,,,
樫野,㭴,zh-CN,zh-CN,188,ship,运输,319011,Kashino,樫野,樫野,
Kashino,㭴,zh-CN,en,188,ship,运输,319011,Kashino,樫野,樫野,
카시노,㭴,zh-CN,ko,188,ship,运输,319011,Kashino,樫野,樫野,
初月,檚,zh-CN,zh-CN,189,ship,驱逐,301891,Hatsuzuki,初月,初月,
Hatsuzuki,檚,zh-CN,en,189,ship,驱逐,301891,Hatsuzuki,初月,初月,
하츠즈키,檚,zh-CN,ko,189,ship,驱逐,301891,Hatsuzuki,初月,初月,
大凤(μ兵装),鹩(μ兵装),zh-CN,zh-CN,190,ship,正航,307111,Taihou μ,大鳳(μ兵装),大鳳(μ兵裝),
Taihou μ,鹩(μ兵装),zh-CN,en,190,ship,正航,307111,Taihou μ,大鳳(μ兵装),大鳳(μ兵裝),
大鳳(μ兵装),鹩(μ兵装),zh-CN,ja,190,ship,正航,307111,Taihou μ,大鳳(μ兵装),大鳳(μ兵裝),
大鳳(μ兵裝),鹩(μ兵装),zh-CN,zh-TW,190,ship,正航,307111,Taihou μ,大鳳(μ兵装),大鳳(μ兵裝),
다이호(μ장비),鹩(μ兵装),zh-CN,ko,190,ship,正航,307111,Taihou μ,大鳳(μ兵装),大鳳(μ兵裝),
飞龙·META,龙·META,zh-CN,zh-CN,191,ship,正航,900333,Hiryu.META,飛龍(META),飛龍·META,
Hiryu.META,龙·META,zh-CN,en,191,ship,正航,900333,Hiryu.META,飛龍(META),飛龍·META,
飛龍(META),龙·META,zh-CN,ja,191,ship,正航,900333,Hiryu.META,飛龍(META),飛龍·META,
飛龍·META,龙·META,zh-CN,zh-TW,191,ship,正航,900333,Hiryu.META,飛龍(META),飛龍·META,
히류·META,龙·META,zh-CN,ko,191,ship,正航,900333,Hiryu.META,飛龍(META),飛龍·META,
追风,椎,zh-CN,zh-CN,192,ship,驱逐,301851,Oite,追風,追風,
Oite,椎,zh-CN,en,192,ship,驱逐,301851,Oite,追風,追風,
追風,椎,zh-CN,ja,192,ship,驱逐,301851,Oite,追風,追風,
追風,椎,zh-CN,zh-TW,192,ship,驱逐,301851,Oite,追風,追風,
오이테,椎,zh-CN,ko,192,ship,驱逐,301851,Oite,追風,追風,
小天城,小鳐,zh-CN,zh-CN,193,ship,战巡,304071,Amagi-chan,天城ちゃん,小天城,
Amagi-chan,小鳐,zh-CN,en,193,ship,战巡,304071,Amagi-chan,天城ちゃん,小天城,
天城ちゃん,小鳐,zh-CN,ja,193,ship,战巡,304071,Amagi-chan,天城ちゃん,小天城,
꼬마 아마기,小鳐,zh-CN,ko,193,ship,战巡,304071,Amagi-chan,天城ちゃん,小天城,
提康德罗加,卡莉永,zh-CN,zh-CN,194,ship,正航,107141,Ticonderoga,タイコンデロガ,提康德羅加,
Ticonderoga,卡莉永,zh-CN,en,194,ship,正航,107141,Ticonderoga,タイコンデロガ,提康德羅加,
タイコンデロガ,卡莉永,zh-CN,ja,194,ship,正航,107141,Ticonderoga,タイコンデロガ,提康德羅加,
提康德羅加,卡莉永,zh-CN,zh-TW,194,ship,正航,107141,Ticonderoga,タイコンデロガ,提康德羅加,
타이콘데로가,卡莉永,zh-CN,ko,194,ship,正航,107141,Ticonderoga,タイコンデロガ,提康德羅加,
旧金山,雾城,zh-CN,zh-CN,195,ship,重巡,103141,San Francisco,サンフランシスコ,舊金山,
San Francisco,雾城,zh-CN,en,195,ship,重巡,103141,San Francisco,サンフランシスコ,舊金山,
サンフランシスコ,雾城,zh-CN,ja,195,ship,重巡,103141,San Francisco,サンフランシスコ,舊金山,
舊金山,雾城,zh-CN,zh-TW,195,ship,重巡,103141,San Francisco,サンフランシスコ,舊金山,
샌프란시스코,雾城,zh-CN,ko,195,ship,重巡,103141,San Francisco,サンフランシスコ,舊金山,
射水鱼,喷水鱼,zh-CN,zh-CN,196,ship,潜艇,108061,Archerfish,アーチャーフィッシュ,射水魚,
Archerfish,喷水鱼,zh-CN,en,196,ship,潜艇,108061,Archerfish,アーチャーフィッシュ,射水魚,
アーチャーフィッシュ,喷水鱼,zh-CN,ja,196,ship,潜艇,108061,Archerfish,アーチャーフィッシュ,射水魚,
射水魚,喷水鱼,zh-CN,zh-TW,196,ship,潜艇,108061,Archerfish,アーチャーフィッシュ,射水魚,
아처피시,喷水鱼,zh-CN,ko,196,ship,潜艇,108061,Archerfish,アーチャーフィッシュ,射水魚,
博伊西,树城,zh-CN,zh-CN,197,ship,轻巡,102291,Boise,ボイシ,波夕,
Boise,树城,zh-CN,en,197,ship,轻巡,102291,Boise,ボイシ,波夕,
ボイシ,树城,zh-CN,ja,197,ship,轻巡,102291,Boise,ボイシ,波夕,
波夕,树城,zh-CN,zh-TW,197,ship,轻巡,102291,Boise,ボイシ,波夕,
보이시,树城,zh-CN,ko,197,ship,轻巡,102291,Boise,ボイシ,波夕,
莫里森,赛普拉斯,zh-CN,zh-CN,198,ship,驱逐,101471,Morrison,モリソン,莫里森,
Morrison,赛普拉斯,zh-CN,en,198,ship,驱逐,101471,Morrison,モリソン,莫里森,
モリソン,赛普拉斯,zh-CN,ja,198,ship,驱逐,101471,Morrison,モリソン,莫里森,
모리슨,赛普拉斯,zh-CN,ko,198,ship,驱逐,101471,Morrison,モリソン,莫里森,
