category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
10_enemy,敌人,Enemy.7010913,敏捷的兔机器人,素早いうさロボ,敏捷的機器人,Swift Usagibot,날렵한 우사기봇,อุซากิบอทว่องไว,enemies.json
10_enemy,敌人,Enemy.7011001,钢盔团自动机(SMG),ヘルメット団のオートマタ（SMG）,頭盔團自動機 (SMG),Helmet Gangster Automaton (SMG),헬멧단 오토마타 (SMG),หุ่นจักรกลแก๊งหมวกกันน็อก (SMG),enemies.json
10_enemy,敌人,Enemy.7011011,钢盔团自动机(AR),ヘルメット団のオートマタ（AR）,頭盔團自動機 (AR),Helmet Gangster Automaton (AR),헬멧단 오토마타 (AR),หุ่นจักรกลแก๊งหมวกกันน็อก (AR),enemies.json
10_enemy,敌人,Enemy.7011021,钢盔团自动机(RL),ヘルメット団のオートマタ（RL）,頭盔團自動機 (RL),Helmet Gangster Automaton (RL),헬멧단 오토마타 (RL),หุ่นจักรกลแก๊งหมวกกันน็อก (RL),enemies.json
10_enemy,敌人,Enemy.7011033,钢盔团突击队长,ヘルメット団の突撃隊長,頭盔團突擊隊長,Helmet Gangster Commando,헬멧단 돌격대장,หัวหน้าหน่วยจู่โจม แก๊งหมวกกันน็อก,enemies.json
10_enemy,敌人,Enemy.7011101,钢盔团轻坦克,ヘルメット団の軽戦車,頭盔團輕戰車,Helmet Gangster Light Tank,헬멧단 경전차,รถถังเบาแก๊งหมวกกันน็อก,enemies.json
10_enemy,敌人,Enemy.7011103,强化过的钢盔团轻坦克,強化されたヘルメット団の軽戦車,強化的頭盔團輕戰車,Enhanced Helmet Gangster Light Tank,강화된 헬멧단 경전차,รถถังเบาแก๊งหมวกกันน็อก เสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7011201,钢盔团重坦克,ヘルメット団の重戦車,頭盔團重戰車,Helmet Gangster Heavy Tank,헬멧단 중전차,รถถังหนักแก๊งหมวกกันน็อก,enemies.json
10_enemy,敌人,Enemy.7011203,改造过的钢盔团重坦克,ヘルメット団の改造済み重戦車,改造的頭盔團重戰車,Modded Helmet Gangster Heavy Tank,개조된 헬멧단 중전차,รถถังหนักแก๊งหมวกกันน็อก ดัดแปลง,enemies.json
10_enemy,敌人,Enemy.7011301,黑龟组防御炮塔(GL),黒亀組のガードキャノン（GL）,黑龜組防禦塔（GL）,Kurokame Gang Guard Tower (GL),검은거북파 가드 타워 (GL),แก๊งคุโระกาเมะ การ์ด ทาวเวอร์ (GL),enemies.json
10_enemy,敌人,Enemy.7011303,强化过的黑龟组防御炮塔,強化された黒亀組のガードキャノン,強化的黑龜組防禦塔,Enhanced Kurokame Gang Guard Tower,강화된 검은거북파 가드 타워,แก๊งคุโระกาเมะ การ์ด ทาวเวอร์เสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7011411,黑龟组自动机(AR),黒亀組のオートマタ（AR）,黑龜組自動機（AR）,Kurokame Gang Automaton (AR),검은거북파 오토마타 (AR),หุ่นจักรกลแก๊งคุโระกาเมะ (AR),enemies.json
10_enemy,敌人,Enemy.7011421,黑龟组自动机(RL),黒亀組のオートマタ（RL）,黑龜組自動機（RL）,Kurokame Gang Automaton (RL),검은거북파 오토마타 (RL),หุ่นจักรกลแก๊งคุโระกาเมะ (RL),enemies.json
10_enemy,敌人,Enemy.7011501,吟游机器人(HG),放浪するオートマタ（HG）,嬉皮機器人（HG）,Hippie Automaton (HG),히피 오토마타 (HG),หุ่นจักรกลฮิปปี้ (HG),enemies.json
10_enemy,敌人,Enemy.7011503,智能的吟游机器人,知的に放浪するオートマタ,智能的嬉皮機器人,Intelligent Hippie Automaton,지적인 히피 오토마타,หุ่นจักรกลฮิปปี้เจ้าเล่ห์,enemies.json
10_enemy,敌人,Enemy.7011511,吟游机器人(AR),放浪するオートマタ（AR）,嬉皮機器人（AR）,Hippie Automaton (AR),히피 오토마타 (AR),หุ่นจักรกลฮิปปี้ (AR),enemies.json
10_enemy,敌人,Enemy.7011521,吟游机器人(SR),放浪するオートマタ（SR）,嬉皮機器人（SR）,Hippie Automaton (SR),히피 오토마타 (SR),หุ่นจักรกลฮิปปี้ (SR),enemies.json
10_enemy,敌人,Enemy.7011523,冷静的吟游机器人,冷静に放浪するヒッピーオートマタ,冷靜的嬉皮機器人,Heartless Hippie Automaton,냉정한 히피 오토마타,หุ่นจักรกลฮิปปี้เย็นชา,enemies.json
10_enemy,敌人,Enemy.7011603,KAITEN FX Mk.1,KAITEN FX Mk.1,KAITEN FX Mk.1,KAITEN FX Mk.1,KAITEN FX Mk.1,KAITEN FX Mk.1,enemies.json
10_enemy,敌人,Enemy.7011803,强化过的量产型挖掘机,強化された量産型ショベルカー,強化量產型挖土機,Enhanced Mass-Produced Excavator,강화된 양산형 굴삭기,แบคโฮอุตสาหกรรมเสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7011903,跑道毁灭者,トラック·クラッシャー,賽道破壞者,Track Crasher,트랙 크래셔,แทร็กครัชเชอร์,enemies.json
10_enemy,敌人,Enemy.7012001,AMAS(SMG),AMAS（SMG）,AMAS (SMG),AMAS (SMG),AMAS (SMG),AMAS (SMG),enemies.json
10_enemy,敌人,Enemy.7012011,AMAS(AR),AMAS（AR）,AMAS (AR),AMAS (AR),AMAS (AR),AMAS (AR),enemies.json
10_enemy,敌人,Enemy.7012021,AMAS(火神炮),AMAS（Vulcan）,AMAS (Vulcan),AMAS (Vulcan),AMAS (Vulcan),AMAS (Vulcan),enemies.json
10_enemy,敌人,Enemy.7012033,前卫君,アバンギャルド君,前衛君,Avant Garde,아방가르드군,หุ่นรบล้ำยุค,enemies.json
10_enemy,敌人,Enemy.7020001,贾斯蒂娜信徒(SMG),ユスティナ信徒（SMG）,優斯提娜聖徒 (SMG),Justina Follower (SMG),유스티나 성도 (SMG),สาวกยูสตาร์ (SMG),enemies.json
10_enemy,敌人,Enemy.7020011,贾斯蒂娜信徒(AR),ユスティナ信徒（AR）,優斯提娜聖徒 (AR),Justina Follower (AR),유스티나 성도 (AR),สาวกยูสตาร์ (AR),enemies.json
10_enemy,敌人,Enemy.7020013,慎重的贾斯蒂娜信徒,慎重なユスティナ信徒,慎重的優斯提娜聖徒,Cautious Justina Follower,신중한 유스티나 성도,สาวกยูสตาร์สุขุม,enemies.json
10_enemy,敌人,Enemy.7020021,贾斯蒂娜信徒(SR),ユスティナ信徒（SR）,優斯提娜聖徒 (SR),Justina Follower (SR),유스티나 성도 (SR),สาวกยูสตาร์ (SR),enemies.json
10_enemy,敌人,Enemy.7020023,冷静的贾斯蒂娜信徒,冷静なユスティナ信徒,冷靜的優斯提娜聖徒,Heartless Justina Follower,냉정한 유스티나 성도,สาวกยูสตาร์เย็นชา,enemies.json
10_enemy,敌人,Enemy.7020033,白芭蕾,バルバラ,白芭蕾,Barbara,바르바라,บาร์บารา,enemies.json
10_enemy,敌人,Enemy.7020101,狂暴化阿里乌斯学生(SMG),暴走したアリウス生徒（SMG）,狂暴化奧利斯學生 (SMG),Menacing Arius Student (SMG),테러화 아리우스 학생 (SMG),ม็อบนักเรียนอาเรียส (SMG),enemies.json
10_enemy,敌人,Enemy.7020111,狂暴化阿里乌斯学生(GL),暴走したアリウス生徒（GL）,狂暴化奧利斯學生 (GL),Menacing Arius Student (GL),테러화 아리우스 학생 (GL),ม็อบนักเรียนอาเรียส (GL),enemies.json
10_enemy,敌人,Enemy.7020121,狂暴化阿里乌斯学生(MG),暴走したアリウス生徒（MG）,狂暴化奧利斯學生 (MG),Menacing Arius Student (MG),테러화 아리우스 학생 (MG),ม็อบนักเรียนอาเรียส (MG),enemies.json
10_enemy,敌人,Enemy.7020123,残酷的狂暴化阿里乌斯学生,暴走した無慈悲なアリウス生徒,殘酷的狂暴化奧利斯學生,Ruthless Menacing Arius Student,무자비한 테러화 아리우스 학생,ม็อบนักเรียนอาเรียสอำมหิต,enemies.json
10_enemy,敌人,Enemy.7020201,狂暴化自动机(盾卫),暴走したオートマタ（Shield）,狂暴化自動機 (Shield),Menacing Automaton (Shield),테러화 오토마타 (Shield),ม็อบหุ่นจักรกล (โล่),enemies.json
10_enemy,敌人,Enemy.7020211,狂暴化自动机(AR),暴走したオートマタ（AR）,狂暴化自動機 (AR),Menacing Automaton (AR),테러화 오토마타 (AR),ม็อบหุ่นจักรกล (AR),enemies.json
10_enemy,敌人,Enemy.7020221,狂暴化自动机(RL),暴走したオートマタ（RL）,狂暴化自動機 (RL),Menacing Automaton (RL),테러화 오토마타 (RL),ม็อบหุ่นจักรกล (RL),enemies.json
10_enemy,敌人,Enemy.7020223,具攻击性的狂暴化自动机,暴走した攻撃的なオートマタ,具攻擊性的狂暴化自動機,Aggressive Menacing Automaton,공격적인 테러화 오토마타,ม็อบหุ่นจักรกลจู่โจม,enemies.json
10_enemy,敌人,Enemy.7020303,狂暴化Power Loader,暴走したパワーローダー,狂暴化雙足步行機甲,Menacing Power Loader,테러화 파워로더,ม็อบพาวเวอร์โลดเดอร์,enemies.json
10_enemy,敌人,Enemy.7020313,盎博罗削,アンブロジウス,安普羅西斯,Ambrosius,암브로시우스,อัมโบรส,enemies.json
10_enemy,敌人,Enemy.7020501,狂暴化熊机器人,暴走したくまロボ,狂暴化熊機器人,Menacing Kumabot,테러화 쿠마봇,ม็อบหุ่นยนต์หมี,enemies.json
10_enemy,敌人,Enemy.7020503,坚实的狂暴化熊机器人,暴走した堅固なくまロボ,堅固的狂暴化熊機器人,Sturdy Menacing Kumabot,견고한 테러화 쿠마봇,ม็อบหุ่นยนต์หมีทนทาน,enemies.json
10_enemy,敌人,Enemy.7020511,狂暴化兔机器人,暴走したうさロボ,狂暴化兔子機器人,Menacing Usagibot,테러화 우사기봇,ม็อบหุ่นยนต์กระต่าย,enemies.json
10_enemy,敌人,Enemy.7020513,敏捷的狂暴化兔机器人,暴走した素早いうさロボ,敏捷的狂暴化兔子機器人,Swift Menacing Usagibot,날렵한 테러화 우사기봇,ม็อบหุ่นยนต์กระต่ายว่องไว,enemies.json
10_enemy,敌人,Enemy.7030001,水着信徒（FT）,水着信徒（FT）,水着信徒（FT）,Swimsuit Follower (FT),수영복 성도 (FT),水着信徒（FT）,enemies.json
10_enemy,敌人,Enemy.7030011,水着信徒（AR）,水着信徒（AR）,水着信徒（AR）,Swimsuit Follower (AR),수영복 성도 (AR),水着信徒（AR）,enemies.json
10_enemy,敌人,Enemy.7030021,水着信徒（SR）,水着信徒（SR）,水着信徒（SR）,Swimsuit Follower (SR),수영복 성도 (SR),水着信徒（SR）,enemies.json
10_enemy,敌人,Enemy.7030033,フラヴィア,フラヴィア,フラヴィア,Flavia,플라비아,フラヴィア,enemies.json
10_enemy,敌人,Enemy.7050002,阿露,アル,亞瑠,Aru,아루,อารุ,enemies.json
10_enemy,敌人,Enemy.7050022,晴奈,ハルナ,羽留奈,Haruna,하루나,ฮารุนะ,enemies.json
10_enemy,敌人,Enemy.7050032,日富美,ヒフミ,日步美,Hifumi,히후미,ฮิฟุมิ,enemies.json
10_enemy,敌人,Enemy.7050042,日奈,ヒナ,陽奈,Hina,히나,ฮินะ,enemies.json
10_enemy,敌人,Enemy.7050052,星野,ホシノ,星野,Hoshino,호시노,โฮชิโนะ,enemies.json
10_enemy,敌人,Enemy.7050062,伊织,イオリ,伊織,Iori,이오리,อิโอริ,enemies.json
10_enemy,敌人,Enemy.7050102,白子,シロコ,白子,Shiroko,시로코,ชิโรโกะ,enemies.json
10_enemy,敌人,Enemy.7050143,茜,アカネ,朱音,Akane,아카네,อาคาเนะ,enemies.json
10_enemy,敌人,Enemy.7050152,千世,チセ,知世,Chise,치세,ชิเซะ,enemies.json
10_enemy,敌人,Enemy.7050162,遥香,ハルカ,遙香,Haruka,하루카,ฮารุกะ,enemies.json
10_enemy,敌人,Enemy.7050172,莲见,ハスミ,蓮實,Hasumi,하스미,ฮาสุมิ,enemies.json
10_enemy,敌人,Enemy.7050182,泉,イズミ,泉,Izumi,이즈미,อิซุมิ,enemies.json
10_enemy,敌人,Enemy.7050192,佳代子,カヨコ,佳世子,Kayoko,카요코,คาโยโกะ,enemies.json
10_enemy,敌人,Enemy.7050202,睦月,ムツキ,無月,Mutsuki,무츠키,มุสึกิ,enemies.json
10_enemy,敌人,Enemy.7050212,菲娜,フィーナ,菲娜,Pina,피나,พีน่า,enemies.json
10_enemy,敌人,Enemy.7050222,芹香,セリカ,茜香,Serika,세리카,เซริกะ,enemies.json
10_enemy,敌人,Enemy.7050232,椿,ツバキ,椿,Tsubaki,츠바키,สึบากิ,enemies.json
10_enemy,敌人,Enemy.7050242,优香,ユウカ,優香,Yuuka,유우카,ยูกะ,enemies.json
10_enemy,敌人,Enemy.7050252,淳子,ジュンコ,淳子,Junko,준코,จุนโกะ,enemies.json
10_enemy,敌人,Enemy.7050262,明里,アカリ,亞伽里,Akari,아카리,อาคาริ,enemies.json
10_enemy,敌人,Enemy.7050272,明日奈,アスナ,明日奈,Asuna,아스나,อาสึนะ,enemies.json
10_enemy,敌人,Enemy.7050282,柯托莉,コトリ,亞都梨,Kotori,코토리,โคโทริ,enemies.json
10_enemy,敌人,Enemy.7050292,铃美,スズミ,鈴美,Suzumi,스즈미,สึซึมิ,enemies.json
10_enemy,敌人,Enemy.7050322,尼禄,ネル,寧瑠,Neru,네루,เนรุ,enemies.json
10_enemy,敌人,Enemy.7050333,堇,スミレ,堇,Sumire,스미레,สึมิเระ,enemies.json
10_enemy,敌人,Enemy.7050342,好美,ヨシミ,喜美,Yoshimi,요시미,โยชิมิ,enemies.json
10_enemy,敌人,Enemy.7050352,花凛,カリン,花凛,Karin,카린,คาริน,enemies.json
10_enemy,敌人,Enemy.7050532,桐乃,キリノ,桐乃,Kirino,키리노,คิริโนะ,enemies.json
10_enemy,敌人,Enemy.7050562,三森,ミモリ,三森,Mimori,미모리,มิโมริ,enemies.json
10_enemy,敌人,Enemy.7050572,静子,シズコ,靜子,Shizuko,시즈코,ชิซุโกะ,enemies.json
10_enemy,敌人,Enemy.7050582,枫,カエデ,楓,Kaede,카에데,คาเอเดะ,enemies.json
10_enemy,敌人,Enemy.7050592,茱莉,ジュリ,茱莉,Juri,주리,จูริ,enemies.json
10_enemy,敌人,Enemy.7050602,爱莉,アイリ,愛莉,Airi,아이리,ไอริ,enemies.json
10_enemy,敌人,Enemy.7050612,泉奈,イズナ,伊樹菜,Izuna,이즈나,อิซุนะ,enemies.json
10_enemy,敌人,Enemy.7050622,芹娜,セリナ,芹奈,Serina,세리나,เซรินะ,enemies.json
10_enemy,敌人,Enemy.7050632,晴,ハレ,晴,Hare,하레,ฮาเระ,enemies.json
10_enemy,敌人,Enemy.7050642,响,ヒビキ,響,Hibiki,히비키,ฮิบิกิ,enemies.json
10_enemy,敌人,Enemy.7050672,日富美(泳装),ヒフミ（水着）,日步美(泳裝),Hifumi (Swimsuit),히후미(수영복),ฮิฟุมิ (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.7050682,爱丽丝,アリス,愛麗絲,Aris,아리스,อาริสึ,enemies.json
10_enemy,敌人,Enemy.7050693,瑠美,ルミ,ルミ,Rumi,루미,รูมิ,enemies.json
10_enemy,敌人,Enemy.7050703,弥奈,ミナ,ミナ,Mina,미나,มินะ,enemies.json
10_enemy,敌人,Enemy.7053002,绫音,アヤネ,綾音,Ayane,아야네,อายาเนะ,enemies.json
10_enemy,敌人,Enemy.7056002,志美子,シミコ,志美子,Shimiko,시미코,ชิมิโกะ,enemies.json
10_enemy,敌人,Enemy.7090001,无名守护者Type.F,無名の守護者Type.F,無名守護者Type.F,Unknown Guardian Type F,무명수호자 Type.F,ผู้พิทักษ์นิรนาม Type.F,enemies.json
10_enemy,敌人,Enemy.7090011,无名守护者Type.M,無名の守護者Type.M,無名守護者Type.M,Unknown Guardian Type M,무명수호자 Type.M,ผู้พิทักษ์นิรนาม Type.M,enemies.json
10_enemy,敌人,Enemy.7090021,无名守护者Type.B,無名の守護者Type.B,無名守護者Type.B,Unknown Guardian Type B,무명수호자 Type.B,ผู้พิทักษ์นิรนาม Type.B,enemies.json
10_enemy,敌人,Enemy.7090023,坚固的无名守护者Type.B,頑丈な無名の守護者Type.B,堅固的無名守護者Type.B,Rugged Unknown Guardian Type B,튼튼한 무명수호자 Type.B,ผู้พิทักษ์นิรนามทนทาน Type.B,enemies.json
10_enemy,敌人,Enemy.7090033,次元引擎防御系统,次元エンジン防御システム,次元引擎防禦系統,Dimension Engine Defense System,차원엔진방어시스템,ระบบป้องกันเครื่องทะลุมิติ,enemies.json
10_enemy,敌人,Enemy.7090043,白子＊恐怖,シロコ＊テラー,白子＊TERROR,Shiroko Terror,시로코 테러,ชิโรโกะ (เทอเรอร์),enemies.json
10_enemy,敌人,Enemy.7090061,色彩化自动机(盾卫),色彩化オートマタ（Shield）,色彩化機器人 (Shield),Chromatic Automaton (Shield),색채화 오토마타 (Shield),หุ่นจักรกลสีสัน (โล่),enemies.json
10_enemy,敌人,Enemy.7090071,色彩化自动机(AR),色彩化オートマタ（AR）,色彩化機器人 (AR),Chromatic Automaton (AR),색채화 오토마타 (AR),หุ่นจักรกลสีสัน (AR),enemies.json
10_enemy,敌人,Enemy.7090081,色彩化自动机(RL),色彩化オートマタ（RL）,色彩化機器人 (RL),Chromatic Automaton (RL),색채화 오토마타 (RL),หุ่นจักรกลสีสัน (RL),enemies.json
10_enemy,敌人,Enemy.7090103,色彩化Kether Type.V,色彩化ケテルType.V,色彩化凱瑟Type.V,Chromatic Kether Type V,색채화 케테르 Type.V,เคเทอร์สีสัน Type.V,enemies.json
10_enemy,敌人,Enemy.7100002,凯坦泽-红,カイテンジャーレッド,凱坦澤Red,Kaitenger Red,카이텐져 레드,ไคเทนเจอร์เรด,enemies.json
10_enemy,敌人,Enemy.7100012,凯坦泽-黑,カイテンジャーブラック,凱坦澤Black,Kaitenger Black,카이텐져 블랙,ไคเทนเจอร์แบล็ก,enemies.json
10_enemy,敌人,Enemy.7100022,凯坦泽-绿,カイテンジャーグリーン,凱坦澤Green,Kaitenger Green,카이텐져 그린,ไคเทนเจอร์กรีน,enemies.json
10_enemy,敌人,Enemy.7100032,凯坦泽-黄,カイテンジャーイエロー,凱坦澤Yellow,Kaitenger Yellow,카이텐져 옐로,ไคเทนเจอร์เยลโลว์,enemies.json
10_enemy,敌人,Enemy.7100042,凯坦泽-粉,カイテンジャーピンク,凱坦澤Pink,Kaitenger Pink,카이텐져 핑크,ไคเทนเจอร์พิงค์,enemies.json
10_enemy,敌人,Enemy.7110753,奈洛,ネロ,奈洛,Nero,네로,เนโร,enemies.json
10_enemy,敌人,Enemy.7110801,清扫器,スイーパー,清除器,Sweeper,스위퍼,หุ่นดูดฝุ่น,enemies.json
10_enemy,敌人,Enemy.7110812,改造型清扫器,改造型スイーパー,改造清除器,Modded Sweeper,개조 스위퍼,หุ่นดูดฝุ่นดัดแปลง,enemies.json
10_enemy,敌人,Enemy.7110822,强化型清扫器,強化型スイーパー,強化清除器,Enhanced Sweeper,강화 스위퍼,หุ่นดูดฝุ่นเสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7120003,夜晚的奈洛,夜のネロ,夜晚的奈洛,Nighttime Nero,밤의 네로,เนโรกลางคืน,enemies.json
10_enemy,敌人,Enemy.7300100,Binah,ビナー,薇娜,Binah,비나,บีนาห์,enemies.json
10_enemy,敌人,Enemy.7301100,Chesed,ケセド,赫賽德,Chesed,헤세드,เชเซ็ด,enemies.json
10_enemy,敌人,Enemy.7301105,实验用无人机(火神炮),実験用ドローン（Vulcan）,實驗用無人機 (Vulcan),Tester Drone (Vulcan),실험용 드론 (Vulcan),โดรนทดลอง (วัลแคน),enemies.json
10_enemy,敌人,Enemy.7301107,防御炮塔,ガードタワー,防禦塔,Guard Tower,가드 타워,การ์ด ทาวเวอร์,enemies.json
10_enemy,敌人,Enemy.7302100,白,シロ,白,Shiro,시로,ชิโระ,enemies.json
10_enemy,敌人,Enemy.7302101,黑,クロ,黑,Kuro,쿠로,คุโระ,enemies.json
10_enemy,敌人,Enemy.7303100,希罗尼穆斯,ヒエロニムス,耶羅尼姆斯,Hieronymus,예로니무스,ไฮโรนีมัส,enemies.json
10_enemy,敌人,Enemy.7303900,绿色圣遗物,緑色の聖遺物,綠色聖遺物,Green Relic,녹색 성유물,เรลิกเขียว,enemies.json
10_enemy,敌人,Enemy.7303910,红色圣遗物,赤色の聖遺物,紅色聖遺物,Red Relic,적색 성유물,เรลิกแดง,enemies.json
10_enemy,敌人,Enemy.7303925,紫色圣遗物,紫色の聖遺物,紫色聖遺物,Violet Relic,보라색 성유물,เรลิกม่วง,enemies.json
10_enemy,敌人,Enemy.7304100,KAITEN FX Mk.0,KAITEN FX Mk.0,KAITEN FX Mk.0,KAITEN FX Mk.0,KAITEN FX Mk.0,KAITEN FX Mk.0,enemies.json
10_enemy,敌人,Enemy.7305100,佩洛洛基拉,ペロロジラ,佩洛洛吉拉,Perorodzilla,페로로지라,เพโรโร่ซิลล่า,enemies.json
10_enemy,敌人,Enemy.7305101,佩洛洛,ペロロミニオン,佩洛洛士兵,Perorominion,페로로 미니언,ลูกสมุนบิ๊กเพโรโร่,enemies.json
10_enemy,敌人,Enemy.7305190,小型佩洛洛,小型のペロロミニオン,小型佩洛洛士兵,Small Perorominion,소형 페로로 미니언,ลูกสมุนเพโรโร่,enemies.json
10_enemy,敌人,Enemy.7306100,Hod,ホド,霍德,Hod,호드,HOD,enemies.json
10_enemy,敌人,Enemy.7306101,侵蚀之柱,インベイドピラー,入侵者之柱,Erosion Tower,침식 타워,เสากัดกร่อน,enemies.json
10_enemy,敌人,Enemy.7308100,戈兹,ゴズ,高茲,Goz,고즈,GOZ,enemies.json
10_enemy,敌人,Enemy.7308101,戈兹(分身),ゴズ（分身）,ゴズ（分身）,Goz (Clone),고즈 (분신),Goz (ร่างแยก),enemies.json
10_enemy,敌人,Enemy.7309100,额我略,グレゴリオ,グレゴリオ,Gregorio,그레고리오,เกรโกริโอ,enemies.json
10_enemy,敌人,Enemy.7309110,唱诗班,聖歌隊,,Choir Member,성가대,ผู้ประสานเสียง,enemies.json
10_enemy,敌人,Enemy.7309120,管风琴,パイプオルガン,,Pipe Organ,오르간 파이프,ไปป์ออร์แกน,enemies.json
10_enemy,敌人,Enemy.7310100,若藻(气垫船),ワカモ（ホバークラフト）,若藻（氣墊船）,Wakamo (Hovercraft),와카모 (호버크래프트),วาคาโมะ (เรือโฮเวอร์คราฟต์),enemies.json
10_enemy,敌人,Enemy.7310110,安瓿导弹,アンプルミサイル,アンプルミサイル,Ampoule Missile,アンプルミサイル,มิสไซล์หลอดแก้ว,enemies.json
10_enemy,敌人,Enemy.7310120,烈鲨导弹,シャークミサイル,シャークミサイル,Shark Missile,シャークミサイル,ชาร์ค มิสไซล์,enemies.json
10_enemy,敌人,Enemy.7310140,焦黑导弹,ブラックミサイル,ブラックミサイル,Black Missile,ブラックミサイル,มิสไซล์ดำ,enemies.json
10_enemy,敌人,Enemy.7310150,钢盔团自制导弹,ヘルメット団お手製ミサイル,鋼盔團自製導彈,Helmet Gang&#x27;s Handmade Missile,ヘルメット団お手製ミサイル,มิสไซล์แฮนด์เมดของแก๊งหมวกกันน็อค,enemies.json
10_enemy,敌人,Enemy.7310160,重建中的度假村,再建中のリゾート,重建中的度假村,Resort,재건중인 리조트,รีสอร์ต,enemies.json
10_enemy,敌人,Enemy.7311000,若藻(泳装),ワカモ（水着）,若藻(泳裝),Wakamo (Swimsuit),와카모 (수영복),วาคาโมะ (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.7611013,梓,アズサ,梓,Azusa,아즈사,อาซึสะ,enemies.json
10_enemy,敌人,Enemy.7611032,小春,コハル,小春,Koharu,코하루,โคฮารุ,enemies.json
10_enemy,敌人,Enemy.7611042,花子,ハナコ,花子,Hanako,하나코,ฮานาโกะ,enemies.json
10_enemy,敌人,Enemy.7612052,花江,ハナエ,花繪,Hanae,하나에,ฮานาเอะ,enemies.json
10_enemy,敌人,Enemy.7613013,鹤城,ツルギ,弦生,Tsurugi,츠루기,ซึรุกิ,enemies.json
10_enemy,敌人,Enemy.7613062,真白,マシロ,麻白,Mashiro,마시로,มาชิโระ,enemies.json
10_enemy,敌人,Enemy.7614092,玛丽,マリー,瑪麗,Mari,마리,มารี,enemies.json
10_enemy,敌人,Enemy.7622052,枫香,フウカ,風華,Fuuka,후우카,ฟูกะ,enemies.json
10_enemy,敌人,Enemy.7623072,千夏,チナツ,千夏,Chinatsu,치나츠,ชินัตสึ,enemies.json
10_enemy,敌人,Enemy.7624092,亚子,アコ,亞子,Ako,아코,อาโกะ,enemies.json
10_enemy,敌人,Enemy.7624102,濑名,セナ,瀬奈,Sena,세나,เซนะ,enemies.json
10_enemy,敌人,Enemy.7631013,桃井,モモイ,桃井,Momoi,모모이,โมโมอิ,enemies.json
10_enemy,敌人,Enemy.7631032,绿,ミドリ,綠,Midori,미도리,มิโดริ,enemies.json
10_enemy,敌人,Enemy.7631042,歌原,ウタハ,詠葉,Utaha,우타하,อุทาฮะ,enemies.json
10_enemy,敌人,Enemy.7633013,柚子,ユズ,柚子,Yuzu,유즈,ยูสึ,enemies.json
10_enemy,敌人,Enemy.7634102,千寻,チヒロ,千尋,Chihiro,치히로,จิฮิโระ,enemies.json
10_enemy,敌人,Enemy.7710363,Kether Type.V,ケテル Type.V,凱瑟 Type.V,Kether Type V,케테르 Type.V,เคเทอร์ Type.V,enemies.json
10_enemy,敌人,Enemy.7710373,Kether Type.C,ケテル Type.C,凱瑟 Type.C,Kether Type C,케테르 Type.C,เคเทอร์ Type.C,enemies.json
10_enemy,敌人,Enemy.7710383,Kether Type.E,ケテル Type.E,凱瑟 Type.E,Kether Type E,케테르 Type.E,เคเทอร์ Type.E,enemies.json
10_enemy,敌人,Enemy.7710534,等离子场发生器,プラズマ場発生装置,電漿磁場產生裝置,Plasma Field Generator,플라즈마장 발생 장치,เครื่องสร้างสนามพลาสม่า,enemies.json
10_enemy,敌人,Enemy.7800001,轻量型清扫器,軽量型スイーパー,輕巧的清除器,Light Sweeper,가벼운 스위퍼,หุ่นดูดฝุ่นน้ำหนักเบา,enemies.json
10_enemy,敌人,Enemy.7800101,改造过的轻量型清扫器,改造済み軽量型スイーパー,輕巧的改造清除器,Light Modded Sweeper,가벼운 개조 스위퍼,หุ่นดูดฝุ่นดัดแปลงน้ำหนักเบา,enemies.json
10_enemy,敌人,Enemy.7800201,强化过的轻量型清扫器,強化された軽量型スイーパー,輕巧的強化清除器,Light Enhanced Sweeper,가벼운 강화 스위퍼,หุ่นดูดฝุ่นเสริมแกร่งน้ำหนักเบา,enemies.json
10_enemy,敌人,Enemy.7802001,变异型清扫器,変異型スイーパー,神秘的清除器,Mystic Sweeper,신비한 스위퍼,หุ่นดูดฝุ่นลึกลับ,enemies.json
10_enemy,敌人,Enemy.7802101,改造过的变异型清扫器,改造済み変異型スイーパー,神秘的改造清除器,Mystic Modded Sweeper,신비한 개조 스위퍼,หุ่นดูดฝุ่นดัดแปลงน้ำหนักเบา,enemies.json
10_enemy,敌人,Enemy.7802201,强化过的变异型清扫器,強化された変異型スイーパー,神秘的強化清除器,Mystic Enhanced Sweeper,신비한 강화 스위퍼,หุ่นดูดฝุ่นเสริมแกร่งลึกลับ,enemies.json
10_enemy,敌人,Enemy.7810001,白天的奈洛,昼のネロ,白天的奈洛,Daytime Nero,낮의 네로,เนโรกลางวัน,enemies.json
10_enemy,敌人,Enemy.7823099,稻草人(第一波),かかし,稻草人,Scarecrow (Wave 1),허수아비,หุ่นไล่กา (เวฟ 1),enemies.json
